"","#wt(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","#wt(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_pvalue_tumor_vs_normal","tcga_expression_direction_tumor_vs_normal","tcga_overexpression_associated_with_genes_with_missense_mutations","tcga_overexpression_associated_with_genes_with_deleterious_mutations","tcga_nrSamplesInMutData"
"PRKRIP1",11,0.0977271928752045,"no",0.188570917000798,0.0523382003521685,11,0.999999987429939,"no","",0.00152641716689174,"up","","",184
"PDX1",12,0.0979037415488196,"no",0.0314210484142421,0.0812525166808537,12,0.0292692281637792,"no","",0.869052139174691,"up","","KMT2D (depleted, 3% vs 15%), NOTCH1 (depleted, 0% vs 11%), PCLO (enriched, 9% vs 0%), ZNF750 (depleted, 0% vs 11%)",184
"GPRC6A",13,0.0980496370817718,"no",-0.0423048116755043,0.0402948051070637,12,0.250750465599399,"no","",0.111036354629873,"up","","ARID1A (depleted, 0% vs 15%)",184
"MAP3K9",12,0.0982553408472188,"no",0.169643420701269,0.0979595743760933,12,0.000285081578892066,"no","",0.203301994659956,"down","","",184
"NPFFR2",15,0.0983329358868787,"no",0.00604260603715912,0.139614354719718,14,0.00238383036685008,"no","",0.910501820352428,"up","","",184
"TENC1",14,0.0983548482172547,"no",NA,NA,0,NA,NA,"",NA,NA,NA,NA,184
"PRKCE",15,0.0983932012864511,"no",0.110579256325554,0.0505451600926055,14,0.997298232399546,"no","",0.0876971909746178,"down","","",184
"GABRG1",12,0.0985895461231256,"no",-0.00644055274489157,0.0654336169410993,11,2.8667759444434e-05,"yes","",0.00141264268067219,"down","","",184
"BNIP3",12,0.0989187848034826,"no",-0.0414451638458103,0.12127845706417,12,0.997335982520838,"no","",0.706640219356004,"up","","KMT2D (enriched, 16% vs 1%), NOTCH1 (enriched, 11% vs 0%)",184
"MTF2",13,0.0992813169672111,"no",-0.169359375307702,0.17284406749753,13,0.374604774303654,"no","",0.000201551264069234,"up","","",184
"JUN",14,0.0993655050370615,"no",0.0115081750592319,0.179540342193959,14,0.997581102213555,"no","",0.805890781391555,"up","","",184
