"","#wt(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","#wt(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role"
"PHC1",5,0.692485793081983,"no",-0.0181277523595228,0.226973334980664,5,0.0234348685021918,"no",""
"OPRK1",5,0.692657390126004,"no",0.123352229671336,0.180761900181165,5,0.906306172666283,"no",""
"NR1D1",5,0.692743173820665,"no",0.116346330927411,0.0865723248680442,5,0.936715732276529,"no",""
"STX7",5,0.692914711536136,"no",0.127792920049974,0.230041461079692,5,0.9807426894721,"no",""
"RBMXL2",4,0.69322912248821,"no",-0.0350870391428511,0.161224832344106,4,0.98263586748844,"no",""
"LAMP3",5,0.693429087016259,"no",-0.118535244712047,0.109697964982471,5,0.863838449639246,"no",""
"EZR",5,0.693514781563138,"no",-0.0319493813015013,0.307763335041727,5,0.995189821412779,"no",""
"TNF",5,0.69355762511516,"no",-0.0114479866667366,0.156338669460659,5,0.221759439820076,"no",""
"GRM4",5,0.693600466185601,"no",-0.0171194122080838,0.281230728352221,5,0.401766394214712,"no",""
"FAM201A",5,0.693686140879831,"no",0.0665017417583163,0.0466182206048856,0,NA,NA,""
"PLXNB2",4,0.693988507861501,"no",NA,NA,4,0.999911605441427,"no",""
"ABCG4",5,0.694071554039729,"no",0.093952618573878,0.129754604352933,5,0.920680134961046,"no",""
"PDPK1",5,0.694071554039729,"no",-0.0393778025932031,0.214597046749356,5,0.00087171996601062,"no",""
"STX12",5,0.694157174060522,"no",-0.00266838382444306,0.190200121740654,5,0.0999727383067354,"no",""
"OPA1",5,0.694456765728398,"no",-0.193515934271744,0.04928051115557,5,0.000376127983671204,"no",""
"CAMK2D",4,0.694889265627342,"no",0.0698016382123497,0.0350972405535391,4,0.514745006515457,"no",""
"ALDH3B2",5,0.695012826225533,"no",0.0826282281768045,0.186290733636823,5,0.84381503587972,"no",""
"ARHGEF37",5,0.695269327223167,"no",-0.131452120727044,0.0862922705360556,5,0.937613986357169,"no",""
"CRABP2",5,0.695312068640119,"no",-0.0509572650379374,0.248402424347214,5,0.653925867887684,"no",""
"SMARCAL1",3,0.695384382206577,"no",0.101596144332574,0.0655534123543355,3,0.967043428157586,"no",""
"FGR",5,0.695483009292511,"no",-0.00103466748518656,0.0174112696271749,5,0.741219395531688,"no",""
"YME1L1",5,0.695525738199386,"no",0.0128553188544431,0.169830291663386,5,0.0104229783068802,"no",""
"MAP3K5",5,0.695568464602826,"no",0.120809386767801,0.135800039910782,5,0.464019998262027,"no",""
"HRAS",5,0.695653909897507,"no",-0.016335723322837,0.206690865967871,5,0.0153360812834621,"no","BLCA_Act,BRCA_Act,CM_Act,COREAD_Act,HNSC_Act,LUSC_Act,PCPG_Act,PRAD_Act,SSCC_Act,THCA_Act,THYM_Act,VV_Act"
"RASGRP1",5,0.695824770424836,"no",0.118202754793566,0.197561158953874,5,0.128659025897376,"no",""
"SEMA4F",5,0.696166371125503,"no",-0.0360191909834084,0.113785541081789,5,0.292522428562167,"no",""
"ATOH1",5,0.696294429977613,"no",0.0642246903041561,0.126183780274457,5,0.96948250111486,"no",""
"TPH1",5,0.696337111238403,"no",0.0362290095275446,0.0771147128033973,5,0.861534145564801,"no",""
