"","#wt(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","#wt(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_pvalue_tumor_vs_normal","tcga_expression_direction_tumor_vs_normal","tcga_overexpression_associated_with_genes_with_missense_mutations","tcga_overexpression_associated_with_genes_with_deleterious_mutations","tcga_nrSamplesInMutData"
"NKX2-1",11,0.610821388059324,"no",-0.0318826865749195,0.0547897012050643,10,0.99969272318608,"no","LGG_ambiguous",0.0434281641846687,"up","","",412
"CLMP",11,0.611108177125368,"no",0.0710285346165957,0.11172515979909,10,0.65387856055335,"no","",0.000425406963314823,"down","FGFR3 (depleted, 2% vs 24%)","",412
"NOMO1",10,0.611231864368446,"no",-0.124836690579234,0.226690587000622,9,0.992956628948089,"no","",6.95777068722392e-06,"up","","",412
"BCL6B",11,0.611394907301712,"no",-0.021203006305474,0.118143321070932,10,0.459228316598173,"no","",0.00123219564474008,"down","","",412
"HS3ST3A1",11,0.611490470915622,"no",0.221013667855796,0.155710653489981,10,0.991264374414849,"no","",0.349614308559871,"up","FGFR3 (depleted, 2% vs 24%)","",412
"RAP2B",11,0.611586027964861,"no",-0.0246064538690051,0.133501648570668,10,0.999999526777018,"no","",0.911176923627121,"down","","",412
"LRP8",11,0.61215923210322,"no",-0.088176574379612,0.128391668332674,10,0.0338551123394475,"no","",6.30571947256166e-08,"up","","",412
"SMAD7",11,0.612191069819402,"no",-0.0104794708205967,0.219417008714009,10,0.842165588775758,"no","",4.18768274639053e-06,"down","","",412
"ARMC7",11,0.612286578564619,"no",-0.172325062694284,0.212386315246729,10,3.90321827242507e-14,"yes","",0.000154077106030765,"up","","",412
"PIK3R1",10,0.612366021700491,"no",-0.013815606971774,0.122830507914328,9,0.74736804750852,"no","ACY_LoF,BRCA_LoF,CH_LoF,GBM_LoF,HNSC_LoF,LGG_LoF,OS_LoF,ST_LoF,UCEC_LoF,UCS_LoF",9.15747718558691e-05,"down","","",412
"ZNF219",11,0.612891313585457,"no",0.0194361556259965,0.0877364119776035,10,0.999997828944667,"no","",0.156094031610343,"down","","",412
"MTHFD1",10,0.612899421735704,"no",-0.0069163678605002,0.123652066886303,9,0.124693587455147,"no","",8.36572455276835e-06,"up","","RB1 (enriched, 27% vs 7%)",412
"MCM3",11,0.612954954426861,"no",-0.199134900935495,0.0985831112166465,10,1.4616466006306e-09,"yes","",7.0004608254685e-08,"up","","RB1 (enriched, 27% vs 6%)",412
"NIM1",10,0.61299941125266,"no",NA,NA,0,NA,NA,"",NA,NA,NA,NA,NA
"STRAP",11,0.613082227246191,"no",-0.0349076976690184,0.279106397191391,10,4.17324665770272e-09,"yes","",0.213510807278791,"up","","",412
"NFKB2",11,0.613495782153189,"no",-0.0339578592389239,0.142133023374351,10,0.0959098551889054,"no","DLBCL_ambiguous,MM_ambiguous",0.38177957159472,"up","","",412
"PWWP2B",11,0.613718413663312,"no",0.0071367009001061,0.104059918164298,10,0.987897204212547,"no","",0.00822685641206925,"up","","RB1 (depleted, 10% vs 23%)",412
"SATB2",11,0.613877413877886,"no",0.0216560804728667,0.110987686925228,10,0.756109071750643,"no","",0.125813145692241,"up","","",412
"CNTD1",11,0.614163567362766,"no",0.0663980092043843,0.0802488853605287,10,0.94278698178521,"no","",3.13396647952047e-06,"up","","",412
"MRE11A",9,0.614407087328553,"no",NA,NA,0,NA,NA,"",NA,NA,NA,NA,412
"HAT1",11,0.614481444805563,"no",-0.00733763745991591,0.0801350201621895,10,0.702638421716131,"no","",0.078165525687686,"up","","RB1 (enriched, 25% vs 9%)",412
"KLF12",11,0.614672135382729,"no",-0.0954414227731312,0.245968241325406,10,0.941553941142589,"no","",0.000228669551378678,"down","","EP300 (enriched, 12% vs 3%), RB1 (enriched, 24% vs 10%), STAG2 (enriched, 15% vs 6%)",412
"BRCA1",11,0.614989893060951,"no",-0.255358042712393,0.150727844957418,10,3.06286484920187e-07,"yes","BRCA_LoF,OV_LoF",6.34587228885364e-09,"up","","RB1 (enriched, 25% vs 9%)",412
"TREM1",11,0.61543462758487,"no",0.0030913572997594,0.0606537928692411,10,0.999950191043586,"no","",0.113348746389151,"up","","",412
"HCLS1",11,0.61543462758487,"no",0.0686226000736635,0.0814832897519957,10,0.23243341170866,"no","",0.840270551258203,"up","","",412
"RAB30",11,0.615720450362937,"no",0.12025198466681,0.134516799480256,10,0.874673175926174,"no","",3.27067945463646e-05,"down","FGFR3 (depleted, 6% vs 20%)","",412
"FZD3",10,0.616095447754314,"no",-0.00250222094786536,0.224250224595608,9,0.867219074070728,"no","",0.835875531235185,"up","","RB1 (depleted, 10% vs 23%)",412
"COMMD3-BMI1",11,0.616133197399902,"no",NA,NA,0,NA,NA,"",0.766163908799024,"up","","",412
"MMP3",10,0.61649441772607,"no",0.159070547317289,0.271790039442986,9,0.998260513207513,"no","",0.564263371392589,"down","FGFR3 (depleted, 5% vs 21%)","",412
"SRGAP1",11,0.616514080954013,"no",-0.0657443581453651,0.10680576282958,10,0.987299607617658,"no","",0.128147277446556,"up","FGFR3 (depleted, 5% vs 21%)","",412
"TLX1",11,0.616514080954013,"no",-0.0992734284091401,0.0502790297781336,10,0.985312248650256,"no","",2.7705302958811e-05,"up","","",412
"FIGLA",11,0.617148643355514,"no",-0.0811448212078843,0.2895175890531,10,0.495090297735621,"no","",0.00524688993698574,"down","","",412
"LHX1",11,0.61721208280479,"no",-0.0596851702762973,0.108529006681042,10,0.332433595834967,"no","",7.2821431662283e-05,"up","","ELF3 (depleted, 3% vs 11%), RB1 (enriched, 23% vs 11%), STAG2 (depleted, 5% vs 16%)",412
"GLUD1",11,0.617719488138904,"no",0.00604164029429144,0.119385940817751,10,0.141517508155991,"no","",0.162200786307606,"down","","RB1 (depleted, 9% vs 25%)",412
"DNM2",10,0.61782345022643,"no",-0.345005540857668,0.259329625105396,9,7.75514805697887e-12,"yes","",0.00146919901172513,"up","","",412
"GPR84",11,0.617878012028286,"no",-0.114751096173609,0.210764175993923,10,0.195206607653847,"no","",0.000699572655510393,"up","","",412
"SLC1A5",11,0.617909714500298,"no",-0.13917234410754,0.188780539669634,10,1.96512597634563e-05,"yes","",0.164465570117927,"up","","",412
"SDK1",10,0.617956279712755,"no",0.0768497341828225,0.0774745697162238,9,0.998645663703492,"no","",0.0157025455708004,"down","","",412
"OR2AT4",11,0.618004817301096,"no",0.134266185921225,0.145379561315718,10,0.999986969929687,"no","",NA,NA,"","",412
"SYT4",10,0.61805589298935,"no",0.0276640496905445,0.0710044842360205,9,0.999999685278608,"no","",2.15333469159239e-09,"up","","",412
"POLD1",10,0.61828829447108,"no",-0.513827283205053,0.472435503147094,9,5.52720293973937e-11,"yes","BRCA_Act",1.67428165342114e-10,"up","FGFR3 (depleted, 5% vs 21%), TP53 (enriched, 44% vs 24%)","RB1 (enriched, 28% vs 6%)",412
"APRT",9,0.618290895439789,"no",-0.011995498016929,0.112895217532573,8,0.0207405974745115,"no","",3.91389200115466e-05,"up","","",412
"ATF2",11,0.618480227295653,"no",0.0932500031929498,0.103172272153454,10,0.999999816493984,"no","",0.513505770012829,"up","","",412
"TNFRSF17",10,0.618553845517807,"no",0.00465311048542203,0.105592737523166,9,0.311849859338854,"no","",0.627743319482225,"down","FGFR3 (depleted, 6% vs 20%)","",412
"CLSPN",11,0.618702025844236,"no",-0.712804481939032,0.368323831126091,10,3.50520365199469e-06,"yes","",7.37508487678525e-08,"up","","RB1 (enriched, 28% vs 6%)",412
"GNG11",11,0.61949385347302,"no",-0.116717324177863,0.10750266713236,10,0.999823912244676,"no","",1.40540200475181e-09,"down","","",412
"ELP2",9,0.619513155944452,"no",-0.14540217959164,0.033138337073346,8,7.40706914036977e-08,"yes","",0.112073116600225,"down","","",412
"CCNJL",10,0.619847629561913,"no",-0.0234733889050339,0.135690594817981,9,0.801808358735473,"no","",0.090992362349814,"up","","",412
"ARHGAP33",11,0.620158612643941,"no",0.0275795522333121,0.183294489053576,10,0.525499328924883,"no","",0.000319697152091223,"up","TENM3 (enriched, 13% vs 1%)","",412
"KIF23",11,0.62053832013241,"no",-0.517620931537963,0.397589175567875,10,3.35734030583619e-13,"yes","",2.28521044893893e-09,"up","","RB1 (enriched, 25% vs 8%)",412
"EPN2",9,0.620629643021046,"no",-0.162926676793648,0.138950930278621,8,0.428050971533491,"no","",0.00975219518361045,"down","","",412
"MAST4",9,0.620769135747044,"no",0.149696484182273,0.185165981142923,8,0.586981561902504,"no","",0.100706171019899,"down","FGFR3 (enriched, 20% vs 6%)","RB1 (depleted, 8% vs 25%)",412
"GPR33",11,0.620791395662307,"no",0.0373303128839272,0.153865702702818,0,NA,NA,"",0.191828736841272,"up","","",412
"RALGAPA1",11,0.621202535962378,"no",0.0567335555818666,0.10421457900526,10,0.529729750268806,"no","",0.000136512998394726,"down","FGFR3 (enriched, 21% vs 5%)","",412
"SHPK",11,0.621329013854643,"no",0.0222719197657744,0.193189337359571,10,0.240370357483323,"no","",9.36966323897941e-06,"up","","",412
"C1orf95",10,0.621338841438203,"no",NA,NA,0,NA,NA,"",NA,NA,NA,NA,412
"MIEN1",11,0.621360631353085,"no",0.102517765289038,0.137486686227278,10,0.000470436080767558,"no","",6.78460554390313e-08,"up","","",412
"GTF2A1",11,0.621487093442547,"no",0.084710791910437,0.116449093524964,10,5.09645356641877e-08,"yes","",0.452724075707957,"up","","",412
