"","#wt","#mut","pvalue","is_significant","tcga_pvalue","tcga_tumor_vs_normal"
"LRRC38",10,0,0.948660446850369,"no",0.214974593317081,"down"
"ALDH8A1",10,0,0.948884301716648,"no",0.0381728053933518,"up"
"HDAC9",10,0,0.949107196424375,"no",0.29976191910733,"up"
"HOXC10",10,0,0.94916506594352,"no",1.2564074860062e-57,"up"
"ABCA13",9,1,0.949203983680377,"no",0.899090609353068,"up"
"SOX7",10,0,0.949522673436028,"no",0.0196868358717003,"down"
"C19orf80",10,0,0.949723450469322,"no",NA,NA
"MBTPS1",10,0,0.949849080810676,"no",0.00208942185196465,"up"
"DCP2",10,0,0.949890340443694,"no",2.65245929414858e-11,"up"
"MCF2L2",8,2,0.949915718498978,"no",0.00645017471715262,"up"
"UPF2",10,0,0.950133417103721,"no",0.000134099038155792,"up"
"LEFTY2",10,0,0.950163654231731,"no",0.168625775192256,"down"
"CDC25A",10,0,0.950367655773766,"no",5.29179941477522e-20,"up"
"NCBP2",8,2,0.950615595299914,"no",2.60456492813878e-55,"up"
"RELA",6,4,0.951270805038363,"no",1.86359181531834e-07,"up"
"PCOLCE2",9,1,0.951288765230722,"no",0.0751638811711084,"down"
"MAPK3",10,0,0.951340526269017,"no",1.16300796725297e-08,"down"
"VSTM2B",9,1,0.951456521515961,"no",0.197270871758884,"up"
