"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_amplification_frequency","tcga_nrSamplesInGisticData"
"DUSP3",348,7,0.0654876553195433,"no",0.0118287909426735,0.115458499181223,0.0321186295300936,0.0524658281305569,262,4,0.407912911847245,"no","",0.00528802880288029,8888
"U2AF1L4",340,12,0.0655452850660172,"no",-0.37915680918747,0.295365580395752,-0.342907951378979,0.165450748880777,260,6,0.0262299059104195,"no","",0.0212646264626463,8888
"PRKCH",340,6,0.0662240155606969,"no",-0.0878260275782436,0.189717129349639,-0.171741428929764,0.168375398471629,257,4,0.231512287388852,"no","",0.00427542754275428,8888
"SH2D6",345,7,0.0663601870641768,"no",-0.211599656112013,0.311406990109052,-0.341756904805025,0.136534498782188,0,0,NA,NA,"",0.00596309630963096,8888
"SSH3",326,27,0.0664539007356738,"no",-0.133244978896815,0.170723497504741,-0.143837669473475,0.102331218382466,239,25,0.0503685493046684,"no","",0.0214896489648965,8888
"SMYD1",341,6,0.0665690355795376,"no",-0.0649676289789917,0.234598999784834,-0.00338432587476647,0.125042475596065,251,6,0.918843884808182,"no","",0.00348784878487849,8888
"COL27A1",323,5,0.0665882129665563,"no",-0.0590810117491112,0.262819104568309,-0.379524679984633,0.321484495249513,249,5,0.013009696450933,"no","",0.0036003600360036,8888
"NFKBIA",342,12,0.0665901271219203,"no",-0.0449572359840604,0.161353691044166,0.0133954721652736,0.216978634693609,259,9,0.203732198215445,"no","DLBCL_LoF,MM_LoF",0.0135013501350135,8888
"DNA2",341,2,0.0666182912499693,"no",-0.300362712240032,0.370750735463332,-0.450519374342262,0.121440830083856,0,0,NA,NA,"",0.00315031503150315,8888
"P2RY14",333,18,0.0670517464096276,"no",NA,NA,NA,NA,251,14,0.257435649273152,"no","",0.0301530153015302,8888
"FTSJ2",326,30,0.0672269440246134,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.0145139513951395,8888
"PAQR9",336,14,0.06739017120173,"no",-0.153826145261634,0.248884940010105,-0.200329259335741,0.278137574270695,252,12,0.208112911152783,"no","",0.019014401440144,8888
"GTF2H5",346,5,0.0676488700189766,"no",0.0844877005471913,0.133284403021135,-0.0225867400600318,0.11710899391732,262,3,0.0922709400821074,"no","",0.00303780378037804,8888
"TECPR1",309,26,0.0678567547110199,"no",-0.249032307887391,0.25104575146411,-0.264300929084961,0.220955056257716,237,20,0.0898460026725675,"no","",0.0171017101710171,8888
"NMNAT2",338,14,0.0681454263630347,"no",-0.121510113817365,0.199414824589783,-0.0735574287165781,0.177955538975336,254,13,0.512032528974961,"no","",0.0248649864986499,8888
"LOC647859",344,9,0.0684203579406844,"no",-0.035065490902801,0.265117191694802,-0.0700812966109964,0.320139799050002,0,0,NA,NA,"",0.00146264626462646,8888
"TTC21B",331,7,0.0685396765510797,"no",-0.00288501116927431,0.167183785623468,-0.0227839997343512,0.113032161296479,252,5,0.17657232668098,"no","",0.0045004500450045,8888
"PPM1G",344,4,0.0686410646413084,"no",-0.01911860856999,0.152392089684094,-0.0230674044185037,0.132080959917,258,4,0.718425023395413,"no","",0.0054005400540054,8888
"CTNND1",320,9,0.068949481662536,"no",0.0106422591183085,0.237789762214445,0.110218585232046,0.184918073899539,242,9,0.0388303097389218,"no","",0.00416291629162916,8888
"LRRN2",333,10,0.069056670073297,"no",0.0404797456295603,0.165702757796699,0.00410501036012265,0.226212191809638,247,10,0.469515589589357,"no","",0.0317281728172817,8888
"AVPR1B",321,12,0.0690616863137717,"no",-0.0300763929317651,0.186513909983068,-0.0382729377415733,0.229707094208098,240,11,0.333495701838494,"no","",0.0240774077407741,8888
"LRRTM4",328,4,0.0690799552857258,"no",-0.0141001832033329,0.119671193341802,-0.0525673775509336,0.108237555187901,246,4,0.595693542544523,"no","",0.00326282628262826,8888
"PICALM",330,12,0.0693564491322162,"no",-0.0604778889177888,0.193779336622451,-0.109973399425975,0.0859534232783913,248,11,0.0409458651820717,"no","",0.0131638163816382,8888
"FUT11",352,3,0.0694719290646511,"no",-0.0352474054200356,0.164428937408193,-0.0595110877388772,0.133802844020698,267,2,0.278876582515337,"no","",0.00855085508550855,8888
"EGLN3",350,7,0.0696405485377744,"no",-0.230324502325794,0.244426820213797,-0.126051983626565,0.462578000343042,261,6,0.814066173385919,"no","",0.0108010801080108,8888
"SLC39A11",333,19,0.0696741475577452,"no",0.0273484784265238,0.16983144551471,0.0449285768264611,0.16659708559006,251,12,0.832837668972371,"no","",0.0186768676867687,8888
"TMX2-CTNND1",347,9,0.069729355230236,"no",0.0510739320896062,0.275698792554345,-0.167878743502094,0.224651065647505,0,0,NA,NA,"",0.00427542754275428,8888
"FRYL",318,5,0.0697337243919799,"no",0.0988873426133739,0.213887100723391,-0.147728951067907,0.574578644015965,240,5,0.278631708770424,"no","",0.00978847884788479,8888
"PLXNB1",317,2,0.0698347346989684,"no",-0.0706734877524678,0.16550721002341,-0.112708423422844,0.175742066046697,237,0,NA,NA,"",0.00157515751575158,8888
"RET",332,3,0.0701488674242971,"no",-0.11812225385705,0.22903380071988,-0.197423407785394,0.152022622344948,258,3,0.556921922534699,"no","CM_Act,LUAD_Act,PCPG_Act,S_Act,THCA_Act",0.00371287128712871,8888
"MDC1",315,13,0.0704896835950148,"no",-0.11832483475795,0.188199246318028,-0.145513796256497,0.221610352469239,237,9,0.396146056364169,"no","",0.0118136813681368,8888
"ATP5A1",333,2,0.0705307004438899,"no",-0.318676728493221,0.325147406159276,-0.249329516622344,0.107327376103919,0,0,NA,NA,"",0.00618811881188119,8888
"NFE2L1",337,13,0.070534138717463,"no",0.00364730513231435,0.164663577239064,-0.0241269682478942,0.188145787384941,256,8,0.76474499269093,"no","",0.0109135913591359,8888
"EZH2",315,16,0.0705405022745204,"no",0.0245299802554157,0.19701353863699,-0.00986905025512386,0.224443189921017,239,13,0.686250526353335,"no","ALL_LoF,AML_LoF,DLBCL_LoF,EWS_LoF,LUAD_LoF,LY_LoF,NHLY_LoF",0.0118136813681368,8888
"PRKRA",348,6,0.0706029887537121,"no",0.0171296810208109,0.295731868006187,-0.150023121908412,0.617790350630606,258,8,0.29687313402065,"no","",0.00697569756975698,8888
"TEAD1",343,5,0.0706754429721479,"no",-0.0918150404552964,0.346295253068061,-0.200151202735426,0.250764564190932,260,4,0.05102450855073,"no","",0.00483798379837984,8888
"HRH3",313,38,0.0707061862321198,"no",-0.1711332576949,0.37405317357618,-0.237277320759979,0.418852781628705,235,29,0.210684419133659,"no","",0.0248649864986499,8888
"APPBP2",334,16,0.0712345735546813,"no",0.00909621010051307,0.166217765370263,0.0481745001997117,0.266777984343869,252,12,0.0309579375637186,"no","",0.0207020702070207,8888
"DDX19A",342,9,0.0712957541358337,"no",0.0288909962331426,0.153661858603767,0.0340509792984322,0.055160457293841,261,6,0.525742375510464,"no","",0.00393789378937894,8888
"PMS2CL",319,38,0.0714011527660838,"no",0.0466522550126287,0.21701829262888,-0.00711208897667235,0.36149037712544,0,0,NA,NA,"",0.0115886588658866,8888
"RAD18",343,5,0.0719056416074285,"no",-0.0141365917649739,0.13330522270399,-0.0381443240527697,0.0455440080190772,261,3,0.0101422373805933,"no","",0.00967596759675968,8888
"IRF9",346,4,0.0720754161595842,"no",-0.20521537364186,0.322418825209504,-0.399216764165553,0.33814587796031,259,4,0.179938746001932,"no","",0.00708820882088209,8888
"RALGAPB",332,10,0.0721741792495985,"no",-0.0179443976461484,0.172714762626494,-0.0650371489687053,0.0569988291171531,252,9,0.554760574036495,"no","",0.0131638163816382,8888
"CITED2",347,5,0.0722187880938753,"no",-0.0771588208892857,0.216719817056352,-0.358415438829402,0.260619884181229,261,3,0.124208881568665,"no","",0.00686318631863186,8888
"ADCY9",326,3,0.072311886628379,"no",-0.0146699757501629,0.134251850274052,-0.0713622415583388,0.0327438849108935,246,4,0.322677768032882,"no","",0.0081008100810081,8888
"LRFN2",329,7,0.0727790641252742,"no",-0.0832536742949574,0.25718435457324,-0.148910581992001,0.188465619751297,247,5,0.481252536254364,"no","",0.0140639063906391,8888
"EML6",328,4,0.072848920977548,"no",0.0112778393116735,0.273587968079323,0.0205846873750985,0.345161849266683,252,3,0.303766939961965,"no","",0.00708820882088209,8888
"MTNR1B",332,14,0.0729713604929703,"no",-0.0113217296517133,0.18055671381915,0.0302727555718246,0.0900114063015855,249,13,0.448038634897812,"no","",0.0072007200720072,8888
"GPR31",332,4,0.0730140597064204,"no",0.0319114525703342,0.138587334797383,-0.0408237509064424,0.0632952620647267,250,3,0.335823148333689,"no","",0.00382538253825383,8888
"TMEM207",322,27,0.0730874544818001,"no",NA,NA,NA,NA,247,18,0.516868093524913,"no","",0.0508550855085509,8888
"PPP1R12B",338,10,0.0734644556555599,"no",0.0197297967867261,0.186672848706918,-0.0419252082044525,0.198968071320831,253,10,0.700769565123054,"no","",0.0237398739873987,8888
"HGF",289,39,0.0735280306194301,"no",0.0463904738666132,0.158342629749185,0.0419400147090147,0.116691749413757,219,31,0.512907699203532,"no","BC_Act",0.00933843384338434,8888
"MCAM",327,5,0.0737760751252637,"no",0.0227355920754601,0.152999174450121,-0.090861927506415,0.193789456296907,248,5,0.244547039320494,"no","",0.00461296129612961,8888
"NOTCH3",303,6,0.0739180896355697,"no",-0.0558507934801132,0.187946626857964,-0.0812120449189749,0.286352110439523,230,6,0.299410849435583,"no","",0.0183393339333933,8888
"LASP1",337,12,0.07421088643714,"no",0.0491488888836494,0.169271110790772,-0.031783458946253,0.371034233349201,252,8,0.0192103153960629,"no","",0.0173267326732673,8888
"PDZK1IP1",353,3,0.0743154630741116,"no",0.156658542618351,0.19494602145301,0.0959457412832349,0.13660896916456,268,2,0.382597507485954,"no","",0.00697569756975698,8888
"ALDH3B2",318,28,0.0744019946384225,"no",0.0011460279190521,0.195244504021593,-0.0587210961662403,0.149379504004043,239,24,0.0159580239712426,"no","",0.0258775877587759,8888
"HAND2",336,4,0.0744856954581917,"no",0.0357790996753349,0.132222270168161,-0.03094845975358,0.248466935522093,253,2,0.0932183280178059,"no","",0.00236273627362736,8888
"ANKH",310,43,0.0748723156498965,"no",-0.096717206094082,0.201630895568802,-0.121050703826848,0.165818791894267,229,37,0.709622013955946,"no","",0.0373537353735374,8888
"SEMA4C",328,5,0.0750318108249725,"no",-0.00386084176839766,0.193293977896022,-0.156471492600457,0.040699697427504,250,4,0.155431146350901,"no","",0.00686318631863186,8888
"ARL13B",328,7,0.0751672443781547,"no",-0.000832877097608061,0.164853057685735,-0.0134463136385309,0.199887682640084,250,5,0.464130235188295,"no","",0.0150765076507651,8888
"KCNJ5",327,7,0.0752729235564793,"no",-0.0385024479285022,0.166053886247219,-0.241409676079286,0.328708858279676,246,5,0.149331848848247,"no","",0.00618811881188119,8888
"OR11L1",314,21,0.0754793655084454,"no",0.0550667038871339,0.0894227536610353,0.0458763359341714,0.0944606473914829,233,17,0.420994081187562,"no","",0.0295904590459046,8888
"RCOR2",340,7,0.0764225701785771,"no",-0.0564081183736447,0.167169582430643,-0.0804587807132004,0.115920862191062,253,7,0.32406367791629,"no","",0.00562556255625563,8888
"BCAR3",333,15,0.0764578635523376,"no",0.002958794653388,0.15231884793889,-0.0657040688999051,0.0803105254723455,249,13,0.304943372244831,"no","",0.00506300630063006,8888
"TRPV4",332,3,0.0764932483156789,"no",0.0164682288005261,0.127507341147869,-0.027081058675628,0.0224502938493472,251,3,0.243705099815211,"no","",0.00281278127812781,8888
"HIST1H2BD",337,6,0.0764984829599436,"no",-0.00625406031329931,0.208160708044198,-0.0149401772716953,0.37777509016726,260,2,0.407220499909369,"no","",0.00922592259225923,8888
"NUDT17",311,40,0.0765838541290562,"no",-0.0242440806209323,0.176239297729579,-0.0406244050397922,0.145423298272802,232,32,0.327168364346272,"no","",0.0428667866786679,8888
"UBTF",339,6,0.0767582347179335,"no",-0.304115161488088,0.307379751161104,-0.353497874340757,0.0525355308637073,258,3,0.510418988049335,"no","",0.00517551755175518,8888
"EVC",322,3,0.076855050036976,"no",-0.0485305097172939,0.206553262369293,-0.056600900899759,0.0638394060697854,237,3,0.468329045480652,"no","",0.00416291629162916,8888
"FIG4",334,3,0.0776999369340772,"no",-0.0108383334053123,0.13257634782612,-0.052033211777479,0.0622870559686992,256,1,NA,NA,"",0.00427542754275428,8888
"TMEM55B",340,11,0.0779003515577585,"no",0.0224096307263218,0.151054898755658,-0.0236640479573559,0.0945138928655859,0,0,NA,NA,"",0.00933843384338434,8888
"CD226",319,4,0.0779205076216637,"no",0.0591774536217985,0.174806152182862,-0.0603817230378181,0.0206757073098118,243,2,0.258392847226422,"no","",0.00337533753375338,8888
"TRIO",269,45,0.0780499008343294,"no",0.0224602649526898,0.176300105106348,-0.018640322848842,0.18345564624472,204,37,0.161136528041087,"no","",0.0383663366336634,8888
"NET1",330,4,0.0781395098223819,"no",-0.0231132599426163,0.174640105990385,-0.0288369027445769,0.0935643975590349,249,4,0.301823816749406,"no","",0.0167641764176418,8888
"ADTRP",337,10,0.0783642480441967,"no",-0.0121518591275296,0.268557083485697,-0.0883045411212352,0.226352083423693,254,6,0.0345470663900889,"no","",0.01496399639964,8888
"TBP",339,6,0.0783786372282932,"no",-0.0302221567179386,0.198732599906828,-0.0489328923349061,0.198836334315061,253,4,0.488164990315114,"no","",0.00427542754275428,8888
"CDKL3",335,4,0.0784936371255479,"no",0.0717889365935511,0.140364171692811,0.0553553598177495,0.082788605711695,255,3,0.45480468190973,"no","",0.00517551755175518,8888
"CRTC3",340,8,0.0785897072167719,"no",0.00891773125302788,0.131820661591046,-0.0647108157176572,0.23658500552766,257,5,0.194880795652111,"no","",0.0130513051305131,8888
"FOS",343,10,0.0786102098917471,"no",-0.443843077723181,0.353002264397592,-0.520920574139986,0.290706804596553,256,9,0.270150948688664,"no","",0.00393789378937894,8888
"RNF5P1",346,14,0.0786152696274591,"no",0.0580746317587604,0.261976863010244,0.0191048925584416,0.207741728577243,0,0,NA,NA,"",0.0511926192619262,8888
"PRDX1",353,2,0.0789268517273419,"no",-0.0793840957717783,0.140413999185969,-0.0992607014375321,0.075277368353841,266,2,0.202518332043264,"no","",0.00866336633663366,8888
"TSPAN4",339,4,0.0789739194422818,"no",0.0462271006710266,0.178054351596792,0.065223587845106,0.0513492461498705,253,3,0.591366279582932,"no","",0.00213771377137714,8888
"ATRIP",337,3,0.0790703507490019,"no",-0.141698847360229,0.179046070366541,-0.194269566828471,0.0741846187201965,255,1,NA,NA,"",0.00157515751575158,8888
"ALDH1L1",328,8,0.0792223742824274,"no",0.0583834885638376,0.212694570702391,-0.0190945884705339,0.245790041584181,249,5,0.283552650256536,"no","",0.00978847884788479,8888
"IGF2BP3",320,31,0.0793455875242609,"no",0.0451098916696103,0.175878800133593,0.0371684312034679,0.217799491559086,237,28,0.330370755593607,"no","",0.0131638163816382,8888
"NFKBIZ",331,6,0.0794595815220753,"no",-0.0647665555816694,0.199288326875697,-0.148673209734763,0.135485818132835,252,5,0.578413580895521,"no","",0.012038703870387,8888
"AMBP",345,5,0.0799884946345975,"no",0.0196969423059563,0.139187249038746,-0.133305540066856,0.0683579648428088,261,5,0.519423660501973,"no","",0.00405040504050405,8888
"PPP1R12A",339,6,0.0802139350654804,"no",-0.362992721355019,0.478067588879988,-0.35132476936028,0.202876339887576,259,5,0.43192943093077,"no","",0.00382538253825383,8888
"RASGRP3",340,4,0.0802316974301249,"no",0.114165040087263,0.128143502743442,0.0353195002428151,0.0618823874467414,258,4,0.318601672992781,"no","",0.00371287128712871,8888
"SETD5",328,5,0.0802868739261651,"no",-0.10477458553089,0.172647218584537,-0.246047912183755,0.090527082339838,245,3,0.350424978156111,"no","",0.0105760576057606,8888
"TEN1-CDK3",336,21,0.0803633218294256,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.0176642664266427,8888
"SLC38A6",337,7,0.0805104685969956,"no",-0.0679102534102712,0.186181850997059,-0.121299785114021,0.0504185579486226,254,5,0.609996226735475,"no","",0.00326282628262826,8888
"TXNRD1",339,3,0.0806234915177294,"no",-0.0266552155824891,0.171577425286985,0.00743599987699918,0.189132324626968,255,3,0.797485861070469,"no","",0.0027002700270027,8888
"CDK3",331,21,0.0806771519796272,"no",NA,NA,NA,NA,254,11,0.332566475362256,"no","",0.0175517551755176,8888
"CCAR1",333,3,0.0807148653307856,"no",-0.28945489146544,0.231682817847605,-0.315665881015312,0.173271880922494,254,2,0.439380765687411,"no","",0.0036003600360036,8888
"IRS2",300,22,0.0808357824560013,"no",0.0579722933662895,0.133467090706716,0.0391859915588967,0.173887525656022,230,17,0.336338212975968,"no","",0.0145139513951395,8888
"MEF2C",344,2,0.0809654536882573,"no",-0.00457284948136136,0.144552415959319,-0.0459938852193326,0.0277899364489029,261,1,NA,NA,"",0.00045004500450045,8888
"BRD1",322,6,0.0811530593282548,"no",0.00956925612807689,0.168473546910698,-0.0474778236300542,0.0778922464791861,238,6,0.108233284838409,"no","",0.00326282628262826,8888
"MPP7",337,8,0.0811582568777838,"no",-0.0155229927282147,0.15201812076491,-0.0510245962338212,0.0444561304585783,253,7,0.18701326695075,"no","",0.00562556255625563,8888
"SMURF1",325,26,0.0811588636326413,"no",-0.0925958190066878,0.182102833336439,-0.0971001339639352,0.14020321847905,245,19,0.0663424521678935,"no","",0.0207020702070207,8888
"AGPAT2",346,6,0.0814895978371218,"no",-0.0699689907626727,0.159954577190273,-0.097809823679465,0.255960715372792,260,4,0.13464703794237,"no","",0.00967596759675968,8888
"POLDIP2",344,9,0.0815395680090157,"no",-0.0607689081876251,0.209083870348975,-0.106039777878348,0.078791687558438,0,0,NA,NA,"",0.0126012601260126,8888
"TSNARE1",309,38,0.0815586325068714,"no",0.0554558302461586,0.118553108523553,0.0472862186287332,0.131762528015256,235,29,0.267826051255215,"no","",0.0624437443744374,8888
"PPP6C",348,2,0.082160384561835,"no",-0.165861117331701,0.326329993809369,-0.297006500941794,0.03755649611206,261,3,0.455896127286784,"no","CM_LoF,SBCC_LoF",0.00495049504950495,8888
"UBE2J1",342,4,0.0822040336182584,"no",-0.0090703893237108,0.157538102106988,-0.15077255673902,0.082656211322779,260,2,0.681500739233569,"no","",0.00236273627362736,8888
"KCNG1",320,31,0.0823147599260219,"no",0.0381003589962621,0.131940973094737,0.0443487969352179,0.126644588059694,243,20,0.423953628252518,"no","",0.02002700270027,8888
"NAT8",349,3,0.0824074341270396,"no",-0.0161279414193976,0.235352764775586,0.13593745714283,0.159513298255349,264,3,0.907917930867652,"no","",0.00348784878487849,8888
"MAP2K6",332,18,0.0825237283611734,"no",-0.0442476555318771,0.135737056690738,0.00580723318990807,0.271071407620284,252,13,0.309207469052032,"no","",0.0167641764176418,8888
"STAG3L3",346,9,0.0827915574244952,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.00855085508550855,8888
"TAP1",345,2,0.082904806897916,"no",-0.0753455596334227,0.181436730869833,-0.187336342462565,0.024324858403453,265,0,NA,NA,"",0.011026102610261,8888
"VPS4A",343,9,0.0830179441609855,"no",-0.105581173543486,0.255608237784769,-0.115621252266942,0.369877029915423,259,8,0.385673033215864,"no","",0.0036003600360036,8888
"PARP8",330,9,0.0830758755080044,"no",0.00337307728154846,0.162177493143797,-0.0281370939310026,0.0795325906859017,248,7,0.340971932070866,"no","",0.0284653465346535,8888
"BAZ1A",331,7,0.0833603222408878,"no",0.0182499516166704,0.185080059746479,-0.139650419109086,0.294327475259128,249,6,0.0175874864367455,"no","",0.0117011701170117,8888
"P2RY11",338,6,0.0834219381355781,"no",0.0860081113399441,0.245973702392537,-0.0954646998696316,0.301611669644337,257,4,0.33426491002855,"no","",0.0136138613861386,8888
"CACNG4",331,20,0.0835889936496542,"no",-0.0575914461012303,0.201151981851895,-0.0526213814755409,0.15449061935233,248,15,0.00184137496795308,"no","",0.0191269126912691,8888
"COL4A4",317,2,0.0837480962003262,"no",-0.00314220107778095,0.162498147984207,-0.0104435455873426,0,238,2,0.67548423461278,"no","",0.00258775877587759,8888
"BRCA1",325,5,0.0837744312209847,"no",-0.186657436959333,0.298174720654256,-0.151231823108816,0.121334361716594,246,3,0.547802390954684,"no","BRCA_LoF,OV_LoF",0.00528802880288029,8888
"KIRREL3",326,6,0.083810349307009,"no",0.0196801058195742,0.154490104654603,-0.0999885890622071,0.171063128322057,246,5,0.792901693149736,"no","",0.00675067506750675,8888
"RAPGEF3",337,6,0.083862599414361,"no",-0.0349452117788214,0.276221254738898,-0.087248914774142,0.0361705366198775,250,4,0.797542047766043,"no","",0.00686318631863186,8888
"PFDN5",350,6,0.0839967525796837,"no",-0.0601217797232673,0.231421979952843,-0.101244580351158,0.2408148832351,264,2,0.509258516734784,"no","",0.0036003600360036,8888
"HDAC4",315,3,0.0845432745955323,"no",-0.0141696772250632,0.124051807982706,-0.115873981673223,0.109570745595585,239,3,0.322586831051522,"no","",0.00337533753375338,8888
"NTRK1",316,17,0.0847225024087276,"no",0.0372047369355708,0.200362856584694,0.0401638756368404,0.170938830287904,242,14,0.239214089270556,"no","BRCA_Act",0.0324032403240324,8888
"HMGB2",341,4,0.0853058619818274,"no",0.0837354706997239,0.200417980953374,-0.0582961026277802,0.115095858070514,256,2,0.497358136345345,"no","",0.00247524752475248,8888
"PAK4",333,12,0.0854293734299842,"no",-0.035497217149364,0.208247943991366,-0.0644508218890985,0.112803467995803,256,6,0.467605406962397,"no","",0.0227272727272727,8888
"PACSIN3",342,6,0.0861083424990181,"no",-0.2523170145388,0.285185420689104,-0.257277022792196,0.221101436167157,261,4,0.345024552328528,"no","",0.00438793879387939,8888
"MYC",282,75,0.0861624177419869,"no",-0.354673735315444,0.265910928596469,-0.327131175352688,0.218076870540407,204,63,0.459331625063233,"no","AML_Act,BLY_Act,LY_Act,NHLY_Act",0.09000900090009,8888
"L3MBTL2",341,3,0.0863526278247932,"no",-0.0503233188716816,0.182094056397014,-0.126594238803291,0.396658954182619,260,3,0.0541774966755926,"no","",0.00405040504050405,8888
"ALK",317,4,0.0863622743153972,"no",0.0450732169635382,0.14209958484863,-0.0794976076008268,0.285463639756654,240,4,0.101776699551488,"no","BRCA_Act,HC_Act,NB_Act,NSCLC_Act,PRAD_Act,SCLC_Act",0.00472547254725473,8888
"SDF4",328,12,0.086446735976298,"no",-0.0203642408331333,0.219840502996681,-0.125503235738672,0.1620317676438,249,8,0.239514456300739,"no","",0.0063006300630063,8888
"C1QL3",339,2,0.0865279294649229,"no",-0.0533041842191135,0.328887005934506,-0.113011087038713,0.0218752207679564,255,2,0.69925827324568,"no","",0.00742574257425743,8888
"TEP1",306,11,0.0865395509969474,"no",0.0346163539382666,0.196828949449523,-0.0998404229981593,0.108972229576808,230,9,0.0863343522503647,"no","",0.00967596759675968,8888
"NSUN2",319,28,0.0865877546201585,"no",-0.0191152143697075,0.184727654712524,-0.00902981812082325,0.262319421099699,236,24,0.895493041489782,"no","",0.0321782178217822,8888
"GPR52",338,17,0.0867261898315038,"no",-0.0808625593204326,0.229846119880577,-0.0980716763033328,0.282112855201836,251,17,0.598033191122802,"no","",0.0257650765076508,8888
"CCND3",348,8,0.0870238108910027,"no",0.112155519747201,0.179705812320009,0.0215521961711671,0.423448558904042,260,6,0.339901311620789,"no","BLY_Act,DLBCL_Act,LY_Act,NHLY_Act",0.0204770477047705,8888
"RDM1",339,4,0.0871142108885523,"no",0.0613764044177204,0.121787309837644,0.0183940737309458,0.0715655751877544,254,5,0.26939632786382,"no","",0.00618811881188119,8888
"VDAC3",341,10,0.0872119179156563,"no",-0.0394039000960597,0.136096299755541,-0.151355685515994,0.126380758809333,256,8,0.303189859402626,"no","",0.0310531053105311,8888
"CKS1B",337,22,0.0875570342094807,"no",-0.0115696082894635,0.197052221763929,-0.0766289992386704,0.186721517827992,250,18,0.129523918765766,"no","",0.0365661566156616,8888
"MED16",335,2,0.0876475394461162,"no",-0.0892171385898526,0.265499786764515,-0.0775777917006472,0.0404434624299378,252,2,0.92700807962738,"no","",0.00753825382538254,8888
"NCSTN",320,22,0.0876966562998274,"no",-0.064632207099727,0.170144926854632,-0.0912861514279605,0.131919121333974,242,17,0.510652301769421,"no","",0.0366786678667867,8888
"ATP9A",303,34,0.0878176428147411,"no",0.0202174239723956,0.166478670712619,-0.00822579481657815,0.134480020034544,232,23,0.352354317875724,"no","",0.0212646264626463,8888
"ZRANB3",325,3,0.0878869779101115,"no",0.0895156187716468,0.188524393202804,0.0184542881271379,0.175457242104535,242,1,NA,NA,"",0.00258775877587759,8888
"QPCT",343,6,0.0879855503184502,"no",-0.0285295503144089,0.165612983915563,-0.0400036885986726,0.242972489479222,257,8,0.282991886929374,"no","",0.00393789378937894,8888
"MPP3",341,8,0.0884067091799267,"no",0.00691969748432862,0.172474600447336,-0.039280594983118,0.078436458029438,258,4,0.368382866216942,"no","",0.00517551755175518,8888
"CACNA2D1",292,40,0.088433035705172,"no",-0.0124908291939188,0.160633263894426,-0.0130551467268271,0.264760850503245,224,30,0.0299068497054797,"no","",0.0112511251125113,8888
"MRGPRD",310,39,0.0886630390681721,"no",0.0216330729917833,0.125924281889865,0.0123520834648744,0.0820607595841214,230,34,3.68618123617935e-05,"yes","",0.0435418541854185,8888
"NRG1",318,6,0.0888443232281298,"no",-0.0851712464573679,0.294683067414247,-0.198314772200557,0.147282837742276,244,6,0.221592912516773,"no","ST_Act",0.011026102610261,8888
"ZNF3",328,23,0.0889740429490454,"no",0.0655375075000411,0.14411831805951,0.0199179307330672,0.148510301064645,248,16,0.129890846398282,"no","",0.019014401440144,8888
"ELP3",336,4,0.0890298523766491,"no",-0.393573391006894,0.333114673368761,-0.500640999991129,0.22439406005783,254,3,0.492317750182493,"no","",0.00191269126912691,8888
"HNF1A",342,4,0.0893363683357448,"no",0.0213254857820704,0.136439085204435,0.0201050924694652,0.0946978501891739,257,4,0.0884523649617153,"no","HC_LoF",0.00427542754275428,8888
"GABRB2",331,10,0.0893432075183337,"no",0.0129697023398395,0.190831959372157,0.0470040934244276,0.178638930303608,249,7,0.734657980932985,"no","",0.00663816381638164,8888
"LOC649395",342,11,0.0893452790603595,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"KCNJ10",329,21,0.089631448355917,"no",-0.117695350849805,0.199407251088993,-0.134501087858334,0.169135759352451,249,17,0.404500688074623,"no","",0.038028802880288,8888
"TSSC1",343,8,0.0897371059251617,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.00686318631863186,8888
"YAF2",346,7,0.0897490367044191,"no",0.053382545458504,0.170803788708276,-0.00215117733800732,0.0769137421627738,260,4,0.442157329438747,"no","",0.00573807380738074,8888
"BCAM",338,7,0.0899982499798076,"no",-0.0268436262738753,0.191060028310753,-0.081680894761531,0.232298879026505,259,3,0.114529907319863,"no","",0.0113636363636364,8888
"PPAN-P2RY11",341,6,0.0907591851328096,"no",-0.195428000741872,0.233479918041561,-0.171764858161704,0.188340933125902,0,0,NA,NA,"",0.0137263726372637,8888
"ARF1",335,15,0.0909221685537821,"no",-0.121031695800558,0.200361007314638,-0.0951575301879541,0.156527522374333,251,13,0.45166194261433,"no","",0.0241899189918992,8888
"RAB30",340,13,0.0910036373923867,"no",0.0569116003643611,0.180269204988931,0.0922519715790161,0.121141977173835,254,11,0.0676059242209563,"no","",0.0133888388838884,8888
"AZGP1",327,23,0.0913934893273221,"no",-0.0338520376034016,0.158095719114509,-0.0669302356103113,0.203308794499363,247,16,0.562124890785499,"no","",0.019014401440144,8888
