"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_amplification_frequency","tcga_nrSamplesInGisticData"
"VSTM1",341,7,0.585731984549923,"no",0.00537099796310086,0.188919214177792,0.0357155237042702,0.138668185177118,257,4,0.272740623476533,"no","",0.00708820882088209,8888
"SERPINA1",333,11,0.586025779952422,"no",-0.0391625972762838,0.258139548240519,-0.00600539023734733,0.288865374966777,251,10,0.645551463080703,"no","",0.00382538253825383,8888
"GRM4",336,3,0.586292505436807,"no",-0.0622029814715637,0.218809273803938,0.0187082320408722,0.256506088826235,258,0,NA,NA,"",0.00945094509450945,8888
"CREBBP",303,3,0.58639585967473,"no",0.0782663532413406,0.252217742247353,0.200213039859646,0.191524817340551,233,3,0.520411639911315,"no","ALL_LoF,BLCA_LoF,BRCA_LoF,CLL_LoF,DLBCL_LoF,ESCA_LoF,HC_LoF,HNSC_LoF,LUSC_LoF,LY_LoF,MBL_LoF,NHLY_LoF,PAIS_LoF,PIA_LoF,SBCC_LoF,SCLC_LoF,SG_LoF,VV_LoF",0.0072007200720072,8888
"PDE4D",318,4,0.586794152461394,"no",0.0581262116746614,0.145814465170587,0.00347759724602735,0.0785670784740735,243,1,NA,NA,"",0.0063006300630063,8888
"MEF2BNB-MEF2B",351,7,0.587184942883846,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.0103510351035104,8888
"MYLK4",322,11,0.587357164656106,"no",0.00956571376241036,0.202850051536165,0.0575560062047334,0.202996914162009,250,5,0.110765096480301,"no","",0.0118136813681368,8888
"NR5A1",344,3,0.58740791362135,"no",-0.0531318277009028,0.185837690628684,-0.0104537200841798,0.123765201308875,258,3,0.2919728839994,"no","",0.0045004500450045,8888
"ADRB2",347,5,0.587537611138377,"no",-0.157701033987692,0.280136348296249,-0.102315037691597,0.107524140234092,261,4,0.872928903765833,"no","",0.00618811881188119,8888
"CEBPG",349,10,0.58771704949907,"no",-0.203228114372969,0.250564591091048,-0.332135646169224,0.208711834057476,264,4,0.702615421555441,"no","",0.0227272727272727,8888
"MYCL",351,4,0.587779248363648,"no",NA,NA,NA,NA,260,4,0.0557143354744655,"no","",0.0163141314131413,8888
"GPR152",324,26,0.588138066741748,"no",-0.0108239291120664,0.220510745794674,0.0106210999644085,0.238711172236985,241,23,0.0135038411782921,"no","",0.0221647164716472,8888
"TNFRSF19",339,3,0.588275572663822,"no",0.0650114216282301,0.123117288893606,0.120482146300525,0.014284406290276,255,4,0.280417714600673,"no","",0.00697569756975698,8888
"TESK1",345,5,0.588278621742831,"no",-0.0181817253770962,0.158968219675106,-0.148474851596756,0.227258320640768,260,4,0.334195854667407,"no","",0.0140639063906391,8888
"SFTPD",348,2,0.588296692243346,"no",-0.013935883331627,0.133679355589597,-0.0944304320059716,0.0284059302952603,267,0,NA,NA,"",0.0118136813681368,8888
"OLFML2B",321,19,0.588306678257268,"no",-0.0779539540770738,0.24145100211722,-0.0916204392407766,0.257184286857929,242,17,0.42353177300558,"no","",0.0357785778577858,8888
"DUSP10",336,13,0.588849255265759,"no",0.0602112726656263,0.250031448104383,0.106904646402307,0.239432724562443,252,12,0.483362243663587,"no","",0.0214896489648965,8888
"ZBTB7B",330,22,0.588901825422121,"no",0.0229349661060819,0.164403507006201,0.00464770995262266,0.108091066851485,247,18,0.196247122399958,"no","UCS_Act",0.0375787578757876,8888
"CHD8",307,6,0.589007399805899,"no",-0.104473568713718,0.27974472532362,-0.0598769966184923,0.275916702866641,232,5,0.227247334220964,"no","",0.00866336633663366,8888
"JAM3",318,9,0.589081789196142,"no",0.0293213778742066,0.153583672667086,-0.0121883368270654,0.145572986471137,237,7,0.156986669507131,"no","",0.00641314131413141,8888
"NPTXR",343,2,0.58908902406304,"no",-0.0664268352069395,0.23470004520244,-0.0616849621981013,0.0222492695996061,260,2,0.108126408360686,"no","",0.00472547254725473,8888
"S100A2",331,25,0.58915981676821,"no",-0.057935105225122,0.167503067600432,-0.0291194388034772,0.209570831634514,249,19,0.0508268727934271,"no","",0.0378037803780378,8888
"G3BP2",337,2,0.589520474209873,"no",-0.13681899102342,0.209252540991651,-0.189029421232065,0.024712104632731,257,1,NA,NA,"",0.0081008100810081,8888
"BCHE",314,25,0.589758940290916,"no",0.0964929841604722,0.212949903901019,0.086754904732039,0.177540251976586,240,17,0.195512965949889,"no","",0.0491674167416742,8888
"SLC13A3",331,17,0.589892897736484,"no",-0.0831123784259599,0.166477240807787,-0.135171584367561,0.204124506296257,251,13,0.826219334492219,"no","",0.0166516651665167,8888
"NFKBID",337,13,0.59037711243069,"no",-0.000439728717018522,0.149402008300163,-0.0784709401999914,0.126743533889625,259,7,0.155565965319629,"no","",0.0201395139513951,8888
"EPB41L4B",330,7,0.590518235153121,"no",-0.0366701876752638,0.148383244467921,-0.0657874619813092,0.209441300117508,250,7,0.240514947961787,"no","",0.00348784878487849,8888
"NFIA",335,9,0.590552779290483,"no",-0.078748370077025,0.217814067277491,-0.0603146339725041,0.0386495747967156,250,8,0.151530061576093,"no","",0.00888838883888389,8888
"DMXL1",306,4,0.591135426130044,"no",-0.0138963698494657,0.184198540119683,0.125836261248818,0.182796148333019,234,2,0.539591742185016,"no","",0.00405040504050405,8888
"PCGF5",349,2,0.591175784467598,"no",0.0854628754294979,0.149168494658599,0.0614653488584957,0.0370713860401641,262,2,0.829681919422406,"no","",0.00135013501350135,8888
"DET1",339,9,0.591416195139823,"no",0.0631205701076493,0.174129404812508,0.0319499468128697,0.0717253516134313,256,6,0.405732800557976,"no","",0.010013501350135,8888
"LILRA4",337,10,0.591665725904027,"no",-0.0151575373287028,0.17709879504073,-0.0126945600397669,0.273397546161492,256,6,0.284686855207941,"no","",0.0081008100810081,8888
"SLX4",310,4,0.591897565032131,"no",-0.107308653240429,0.213978859826128,-0.0430349292627415,0.0979735108857803,236,4,0.561588535966055,"no","",0.0063006300630063,8888
"GRK5",347,3,0.591912135831875,"no",0.0374012328709331,0.176995903345947,-0.0154623618144764,0.126769149879898,263,2,0.37608517653118,"no","",0.00303780378037804,8888
"HOXB6",341,15,0.592007492772395,"no",-0.272568990912952,0.28614062638994,-0.217527133975241,0.343117658041219,256,10,0.770257611049991,"no","",0.0113636363636364,8888
"UBE2Q2",344,4,0.592096152802649,"no",0.0268489110654832,0.141148792820516,-0.0125627225935629,0.0569774499492725,259,3,0.297895042910066,"no","",0.00562556255625563,8888
"BAIAP2",325,26,0.592315091155399,"no",0.00862540647068854,0.151515004123526,0.0207004142871016,0.186767072412665,247,17,0.237559723689684,"no","",0.016989198919892,8888
"TWF1",343,9,0.592518473464674,"no",0.0384124833366722,0.124670810442948,0.00538349470377264,0.0904321606356159,261,4,0.316102270910636,"no","",0.00618811881188119,8888
"DMPK",342,3,0.592758899374581,"no",0.0362964745758506,0.160543312834164,0.113195034395693,0.0326973173059296,260,2,0.212795727467093,"no","",0.00776327632763276,8888
"ZBTB34",347,3,0.592851082375148,"no",-0.1684787592542,0.214922642161141,-0.157136336606278,0.167040825075418,262,4,0.125057900101607,"no","",0.00427542754275428,8888
"MEF2B",343,7,0.592909309004909,"no",0.125360121508439,0.212799975613093,0.235115907474759,0.264170464685528,258,6,0.443896947525474,"no","DLBCL_LoF,NHLY_LoF",0.0102385238523852,8888
"GNG5",344,13,0.593079974687801,"no",0.0199394820759782,0.178667069070112,0.0529362945559609,0.169644069500679,257,12,0.480876393109416,"no","",0.00495049504950495,8888
"RHOBTB1",339,5,0.593170538226444,"no",-0.00811577065858843,0.20251642069692,-0.0746039433981875,0.23689176321611,258,4,0.0748063036660312,"no","",0.00686318631863186,8888
"IQGAP3",314,19,0.593283220482333,"no",-0.0325739789321089,0.158480755462522,-0.0526532483712347,0.116864407407601,237,15,0.332379243902727,"no","",0.0333033303330333,8888
"PBK",342,2,0.593473893722783,"no",-0.0151393832543432,0.209848884645331,0.182041447928012,0.0832656784154767,258,2,0.804693667453151,"no","",0.00213771377137714,8888
"IRF4",333,8,0.593541626442224,"no",0.0421037396258526,0.103056315527857,0.0713929582074358,0.162121419324519,255,4,0.0349924498713257,"no","CLL_ambiguous,DLBCL_ambiguous,MM_ambiguous,NHLY_ambiguous",0.0133888388838884,8888
"GABRR2",339,4,0.593874589364675,"no",-0.0461011166506077,0.152696084973199,-0.090154211275151,0.179451324311436,257,2,0.362493039357859,"no","",0.00247524752475248,8888
"METTL2A",335,20,0.593944219960413,"no",0.00706027187342187,0.190364469439575,0.0599411038568738,0.17440653905123,251,15,0.0578506158890226,"no","",0.0191269126912691,8888
"DLD",324,15,0.593948315961159,"no",-0.0657939524644871,0.149864306681513,-0.0676068774521523,0.137490892607727,242,13,0.214134914794343,"no","",0.0113636363636364,8888
"TG",261,38,0.594034229917591,"no",0.0210440802357437,0.22746582105076,-0.0497804318951232,0.191793146153877,195,31,0.0916599822198852,"no","",0.0651440144014401,8888
"RNF2",341,11,0.594394878937117,"no",-0.00892851275040359,0.168979790975688,-0.021484422967149,0.17111024682457,254,11,0.159781672831873,"no","",0.0237398739873987,8888
"ANKRD23",334,5,0.594455168132196,"no",-0.0223970975334815,0.214967109741191,-0.036487784230796,0.252182080619134,254,4,0.205448790944738,"no","",0.00663816381638164,8888
"ITGA10",297,39,0.596874515880667,"no",0.0849180655240676,0.312300824661514,0.0623258189131225,0.27635380107891,223,32,0.370366009727825,"no","",0.0428667866786679,8888
"STXBP5",331,7,0.596877066703581,"no",0.0241130684888648,0.141455841615843,0.041776876046851,0.145881499952064,249,5,0.23728699638215,"no","",0.00517551755175518,8888
"C8orf46",337,17,0.597194601506103,"no",-0.252854047102331,0.321466014141419,-0.296468452692049,0.149116123977701,0,0,NA,NA,"",0.0261026102610261,8888
"CTTNBP2",305,21,0.598040184527,"no",-0.129765285297142,0.201960722168962,-0.0759018109709522,0.187725632968251,227,16,0.178356663359133,"no","",0.0132763276327633,8888
"UBE2K",351,4,0.59812232815305,"no",0.0480468244607389,0.206327181710783,0.0613172261795353,0.22710195740799,266,3,0.673632058451373,"no","",0.00348784878487849,8888
"BIN1",337,5,0.598348238969683,"no",-0.120357966837472,0.165233813964263,-0.0937387956907401,0.037013659265989,255,5,0.137753394486583,"no","",0.00281278127812781,8888
"MRAS",340,16,0.59843985250249,"no",0.0183364793496233,0.163361362513778,-0.0167887383197306,0.128228379192607,257,11,0.610217673154605,"no","",0.016989198919892,8888
"MERTK",334,3,0.598446402807916,"no",-0.178526190363768,0.184726577921451,-0.256332563124932,0.123427018898666,252,3,0.220476934371763,"no","",0.00382538253825383,8888
"LIF",349,5,0.599284283151904,"no",-0.0338089597511572,0.167263504129622,-0.00195848439459395,0.0790966550443542,263,4,0.0322688977432834,"no","",0.00686318631863186,8888
"SCRT1",307,49,0.599333633711173,"no",-0.0486518529277408,0.205656311727786,-0.0423286159739987,0.119300528588901,227,40,0.417568873608982,"no","",0.0622187218721872,8888
"ACADSB",344,3,0.599353286825929,"no",-0.0324619329204305,0.16622372038005,0.0648294533235783,0.153000866202551,263,1,NA,NA,"",0.00461296129612961,8888
"RXFP4",335,22,0.599423820295907,"no",-0.162315450520445,0.248953629003162,-0.129399999084184,0.198214921993197,253,16,0.228452725507759,"no","",0.0373537353735374,8888
"TMEM64",318,29,0.599478456846263,"no",-0.0861265813111222,0.14302068344272,-0.0939193603495797,0.111103265006361,236,27,0.435836579394692,"no","",0.0318406840684068,8888
"CHD1",327,3,0.599705943622004,"no",-0.0594589111660634,0.199299153777427,0.0620367414316969,0.294476539614016,252,2,0.61998661790009,"no","",0.0027002700270027,8888
"BLCAP",349,10,0.600325450774406,"no",-0.0345475876975601,0.191080230351353,-0.0348104315163756,0.1138393913589,261,8,0.587164294124578,"no","",0.0130513051305131,8888
"ARHGEF19",343,4,0.600356456436368,"no",0.0549290724030878,0.14803821699121,0.0528838362098622,0.0520775826501427,258,2,0.339478592762289,"no","",0.00483798379837984,8888
"RTP2",324,27,0.600361764474465,"no",0.0515013179845187,0.174144525937415,0.0416503459863261,0.206932280574336,247,20,0.14579012294371,"no","",0.0516426642664266,8888
"GABARAP",348,2,0.600462798399322,"no",0.0578868377359157,0.167289271640409,0.0441798970318307,0.048025380574559,264,1,NA,NA,"",0.00202520252025203,8888
"WISP2",332,18,0.60049039600054,"no",0.02754079102841,0.1418029263114,0.0297487163292698,0.0952949252753338,252,12,0.777992803208413,"no","",0.0157515751575158,8888
"WDR87",305,10,0.600988047298829,"no",0.0452931595876084,0.147166385373581,0.00676985646786886,0.105110416929407,234,6,0.10807612474096,"no","",0.0208145814581458,8888
"P4HA2",348,4,0.601125643106697,"no",0.00510251007197628,0.150035745259959,0.00688273223299845,0.101869199249534,263,2,0.673227319887445,"no","",0.00517551755175518,8888
"TICAM1",321,2,0.601445134567474,"no",0.0398421954637381,0.18243316097957,-0.167175968194255,0.0293466914827965,244,0,NA,NA,"",0.00562556255625563,8888
"WDR5B",342,7,0.601491917706027,"no",0.0629857397588827,0.117581048256411,0.0127035079546818,0.164109666652533,262,6,0.15710790463515,"no","",0.0101260126012601,8888
"GRB2",332,22,0.602256738003118,"no",-0.0707190627012257,0.192135042657199,-0.0919755969177414,0.217622829592127,254,14,0.550592911007587,"no","",0.02002700270027,8888
"MFAP4",333,17,0.602729515443402,"no",-0.0239843564596074,0.178339034953595,-0.010645102266424,0.0725594003910653,248,15,0.0221644591362506,"no","",0.00978847884788479,8888
"CA10",337,15,0.602852437782282,"no",-0.0844511636574295,0.226535518483564,-0.0484533998412974,0.401995536435898,253,11,0.333867331257639,"no","",0.0151890189018902,8888
"RAB26",349,3,0.603428863216603,"no",0.0367043730438556,0.156483211099659,-0.158186645127363,0.197169780334965,263,3,0.302140343822251,"no","",0.00798829882988299,8888
"MBTD1",341,16,0.603571862756115,"no",-0.0401235416640056,0.169529441768702,-0.0617617524187403,0.125162961403264,257,11,0.279592048914011,"no","",0.01496399639964,8888
"PSMA8",339,2,0.603887166970099,"no",-0.0778457779728345,0.231642431018975,-0.0957445628515512,0.0806484417166108,253,1,NA,NA,"",0.0131638163816382,8888
"SYNPO",341,6,0.603911914044438,"no",0.0231595387246589,0.170262464217089,-0.0241792380134108,0.0959940291428955,257,5,0.659589138461503,"no","",0.00697569756975698,8888
"GPR89A",307,42,0.604289956880023,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.0428667866786679,8888
"SFTPA1",334,10,0.604484702739347,"no",0.0346953072574008,0.126860561318328,0.0261235583261826,0.125910848247005,257,6,0.386716375214676,"no","",0.0118136813681368,8888
"ATG4B",341,6,0.604922847326518,"no",0.0811663363571893,0.155837117281435,0.113810572623387,0.110200073583848,253,6,0.415498142772498,"no","",0.00315031503150315,8888
"LILRB3",338,8,0.60493204980432,"no",NA,NA,NA,NA,254,6,0.354306025314892,"no","",0.0081008100810081,8888
"CTSL1",353,5,0.604946151356109,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"VANGL1",316,18,0.60518408723723,"no",-0.0213851710168239,0.226705071228959,0.012558696057597,0.236856303522053,236,16,0.290210766174436,"no","",0.00495049504950495,8888
"POLN",331,7,0.60541910684528,"no",0.0521029509139001,0.143832544811208,0.111501384416295,0.04728440894576,248,6,0.522674272457548,"no","",0.00866336633663366,8888
"SMEK2",338,2,0.605550777274574,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.00663816381638164,8888
"CSNK2A1P",351,3,0.605712194034063,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"SLC19A2",329,15,0.605947805340629,"no",0.0296956273066427,0.148345047803421,0.0454943767617906,0.180573614593339,246,15,0.334762071677633,"no","",0.028015301530153,8888
"RCBTB1",339,5,0.605958825695584,"no",-0.00632888643791002,0.143153651944671,-0.000665430942106081,0.105142119179727,259,4,0.187702126008814,"no","",0.00303780378037804,8888
"RIOK2",345,3,0.605990285467007,"no",NA,NA,NA,NA,264,2,0.504721341457288,"no","",0.00225022502250225,8888
"SCARA5",326,3,0.606542169869913,"no",NA,NA,NA,NA,252,3,0.262587253104118,"no","",0.00225022502250225,8888
"ENG",345,4,0.606711261020946,"no",-0.0454506367207347,0.209323572881872,-0.117831845629305,0.11754117736331,261,4,0.414845707837111,"no","",0.00562556255625563,8888
"NEK10",330,2,0.606828709590813,"no",-0.0707921416560306,0.164219084334278,0.00634263996576799,0.131767602547444,256,1,NA,NA,"",0.00382538253825383,8888
"EXOC8",332,14,0.606945004823095,"no",0.00513188544883261,0.137475640460067,-0.0087217485259579,0.156889914667104,248,13,0.52322407159601,"no","",0.0262151215121512,8888
"GPR27",334,8,0.607713141482434,"no",0.0235323185696377,0.194946897307205,0.00159150605280555,0.116942994119937,249,7,0.375825184730568,"no","",0.00495049504950495,8888
"AGFG2",324,21,0.607915437059806,"no",-0.0646909218560399,0.166078053545504,-0.0614547182179591,0.0867103635122016,245,15,0.304748246379968,"no","",0.0176642664266427,8888
"DDRGK1",335,12,0.608078118742337,"no",-0.091942452569529,0.196671058661932,-0.0838680777472407,0.149959677144295,248,12,0.424989530118603,"no","",0.00731323132313231,8888
"AMIGO2",345,7,0.608285418005812,"no",-0.0248772217147959,0.199481081764137,0.0122546241212987,0.166807161477238,259,5,0.890501826161787,"no","",0.00641314131413141,8888
"IL18R1",342,6,0.608623934561309,"no",-0.0605064673427672,0.221050255875994,-0.0954611584230912,0.242567267228039,257,6,0.492806922829244,"no","",0.00461296129612961,8888
"C8orf86",335,14,0.608652862974112,"no",0.0673461570831274,0.176393060849248,0.0123684266752875,0.251855805545048,249,12,0.437212100719723,"no","",0.0415166516651665,8888
"HDAC3",350,4,0.608972331205877,"no",-0.247481173885937,0.234665400697614,-0.296228367518547,0.321100455783504,263,3,0.517312146444494,"no","",0.00596309630963096,8888
"PPAPDC1B",332,13,0.609298343020288,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.0407290729072907,8888
"BTBD19",349,2,0.609467115797518,"no",-0.00296107363017239,0.149642287142577,0.0173995263785443,0.0910783599882977,0,0,NA,NA,"",0.00798829882988299,8888
"NME4",342,5,0.609537459606649,"no",-0.0208440808983074,0.201370419401664,-0.00550567522352253,0.0812772188687736,256,6,0.362559197991796,"no","",0.00821332133213321,8888
"KIF20A",338,4,0.60966175107115,"no",-0.0746622069323906,0.168008383237722,-0.0413975778947371,0.117576220569047,259,2,0.504827073204792,"no","",0.00618811881188119,8888
"RAP1B",347,8,0.609848972810243,"no",-0.0899901000075943,0.157070137627247,-0.0938499143953965,0.112217257224052,263,4,0.318594926458361,"no","",0.0258775877587759,8888
"KIFC3",339,6,0.609979872194565,"no",-0.0721968937088817,0.173153226779852,-0.0195751253167601,0.109084618397288,259,5,0.589460014058879,"no","",0.00202520252025203,8888
"PPP1R16A",292,53,0.610106360453048,"no",0.0316440827590408,0.12430309063665,0.00162948588899488,0.1521655494731,221,42,0.223975732312212,"no","",0.0622187218721872,8888
