"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","DeleteriousDnDs","intogen_gene_role","tcga_deleterious_mutation_frequency","tcga_nrSamplesInMutData"
"HERC3",340,3,0.0600079359752998,"no",-0.0189670872758488,0.184459871691982,-0.00605794516531752,0.0478805867028274,257,2,0.619065667534306,"no",0.8,"",0.00384522951213651,8322
"MGAT4C",328,2,0.060172045371002,"no",-0.0370954881752733,0.141905023521942,-0.181106185119662,0.12034313249536,250,2,0.188861754657728,"no",1.66666666666667,"",0.00372506608988224,8322
"ZNF444",341,2,0.0602399404770174,"no",-0.0192781170443969,0.243082175038514,-0.200284461557448,0.111744762819971,255,1,NA,NA,0.6,"",0,8322
"SNRPA",342,4,0.0608281138989628,"no",-0.582680134573911,0.412639940687253,-0.928863496510446,0.307108259440616,259,1,NA,NA,2.5,"",0.00108147080028839,8322
"KAT2A",343,2,0.0608309890732098,"no",-0.0405084056043472,0.154188561740028,-0.0504471143316848,0.0347917407383963,258,1,NA,NA,0.5,"",0.00132179764479692,8322
"KLHL36",334,2,0.0608382087321314,"no",0.0428246023488422,0.162346724810139,0.0400778710499388,0.0976726148680402,252,2,0.676161634147241,"no",0.375,"MM_ambiguous",0.00144196106705119,8322
"NUAK1",337,2,0.060973157226012,"no",0.0881238027636394,0.144342543527238,0.0165601733409162,0.0352864664884639,256,2,0.50991721163219,"no",0.5,"",0.00216294160057678,8322
"BRAP",342,2,0.0612715352959397,"no",0.000464403188085405,0.193804961821672,-0.548166036009796,0.180046273518927,260,1,NA,NA,0.75,"",0.00132179764479692,8322
"AGXT2",300,4,0.0615161533588785,"no",-0.113472541451766,0.199153986627454,-0.268014231336285,0.217345443163822,225,1,NA,NA,0.714285714285714,"",0.00228310502283105,8322
"WDR4",340,2,0.0618720115074175,"no",0.0146122883614954,0.169734575221697,-0.143484261411438,0.03025704397776,257,1,NA,NA,0.6,"",0.00144196106705119,8322
"GOLGA5",331,3,0.0619974988508689,"no",0.037685686755967,0.154183771098632,0.032796808900711,0.122870518930195,249,0,NA,NA,1,"",0.00348473924537371,8322
"ADORA1",345,2,0.0620319065987934,"no",-0.00330711776465949,0.173280348523725,-0.0456481636393661,0.0199711859680433,256,1,NA,NA,0.5,"",0.000720980533525595,8322
"DDX51",337,4,0.0620573976529461,"no",-0.26407705137083,0.230210487221991,-0.393789794110111,0.105216561064357,253,2,0.439527133158577,"no",0.5,"",0.00156212448930546,8322
"GRHL1",342,6,0.0622405469713477,"no",-0.00684650943061991,0.174674606212694,0.0134445619302895,0.108435264785051,255,4,0.543525892343332,"no",3.5,"",0.00252343186733958,8322
"DAPK1",322,5,0.062277474411121,"no",-0.0415378147554561,0.150278154553886,-0.127813079638352,0.084628312600274,245,3,0.853888066455319,"no",0.318181818181818,"",0.00504686373467916,8322
"LATS2",317,3,0.0623790338590077,"no",0.00412026981035481,0.175254271154236,-0.0840235439746386,0.0602078582658888,239,2,0.0941985620943901,"no",0.222222222222222,"LUSC_LoF,MESO_LoF,VV_LoF",0.00192261475606825,8322
"SPAG16",341,4,0.0624710754083993,"no",-0.113804270434766,0.297274808729355,-0.0658978200734189,0.157056635416448,259,1,NA,NA,1.25,"",0.00300408555635664,8322
"WDFY4",293,13,0.0634525937618737,"no",0.0229475646343374,0.169183966903819,0.0310953047080152,0.116150178932332,226,7,0.180979016709619,"no",0.483870967741935,"",0.00480653689017063,8322
"CLCN1",310,4,0.0634794633893558,"no",0.0300709975424033,0.192382769707859,-0.108404565228747,0.213363933271935,231,2,0.601015605194155,"no",0.555555555555556,"",0.00396539293439077,8322
"PRIM1",347,2,0.0635050192776562,"no",-0.367961852596818,0.328422417733725,-0.430954493122797,0.122973086454269,264,1,NA,NA,1.5,"",0.00144196106705119,8322
"SPEN",307,14,0.0635865492584007,"no",-0.0945717204826955,0.24759347155221,-0.261366495678915,0.19450663153255,229,10,0.4712831075221,"no",0.791666666666667,"BRCA_ambiguous,CESC_ambiguous,CLL_ambiguous,DLBCL_ambiguous,NSPH_ambiguous,PAAD_ambiguous,PRAD_ambiguous,RCCC_ambiguous,SG_ambiguous",0.0138187935592406,8322
"SIK2",326,8,0.063681052792219,"no",0.0641563699913972,0.141323032049616,0.0407999441001819,0.136196015457508,243,4,0.567507913428926,"no",1.11111111111111,"",0.00384522951213651,8322
"COL6A1",320,3,0.0637074378601192,"no",-0.0599400966609374,0.220916887120949,-0.0658534060061241,0.0827942020662455,244,2,0.699628737153863,"no",0.19047619047619,"",0.00204277817832252,8322
"FKBP3",342,3,0.0638436235154232,"no",-0.0264211642618832,0.171101654751941,-0.0432304494939465,0.155891401983918,260,3,0.230085047762391,"no",0.8,"",0.000480653689017063,8322
"NDUFC2",340,2,0.0646829242859696,"no",0.00102806561246933,0.125239249355093,0.0106148351711282,0.101977842687091,255,1,NA,NA,4,"",0.000600817111271329,8322
"TBL1XR1",326,2,0.0647040235487182,"no",0.00763274053384293,0.21493175622873,-0.128978264747257,0.0298767314768356,246,1,NA,NA,0.6,"ALL_LoF,DLBCL_LoF",0.00444604662340783,8322
"FOXN1",336,2,0.065125628083617,"no",-0.0385935043626773,0.209561997652522,-0.171314863309034,0.00717748027376403,259,0,NA,NA,0.6,"",0.00180245133381399,8322
"CASP14",343,4,0.0654308159432717,"no",-0.00678215373709773,0.15611309619859,-0.0426161854601955,0.31284774953736,259,3,0.441610882764825,"no",0.833333333333333,"",0.00132179764479692,8322
"SDC2",328,2,0.0657928191283245,"no",0.020581536830102,0.123026085207474,0.00767449298343367,0.00449821844523643,245,1,NA,NA,0.75,"",0.000720980533525595,8322
"RGL2",345,3,0.0660149902729642,"no",0.0729866067239333,0.177514441718167,0.0444986975640065,0.224661971483696,261,1,NA,NA,0.833333333333333,"",0.00276375871184811,8322
"DCP2",344,2,0.0661782116366175,"no",-0.0325357988892148,0.1535239242745,-0.263027225296542,0.178616049893806,263,2,0.178170842715758,"no",3,"",0.00108147080028839,8322
"CKS1B",337,2,0.0666766052267126,"no",-0.0115696082894635,0.197052221763929,-0.264851396732607,0.217212000249752,250,2,0.79702416658743,"no",0.6,"",0.000600817111271329,8322
"KIF21B",310,5,0.066924002766509,"no",-0.0895070348767578,0.161695357023991,-0.18535173135413,0.183332114372401,227,6,0.475361357007001,"no",0.347826086956522,"",0.00468637346791637,8322
"ATP2C2",327,7,0.0669968330287131,"no",-0.00961292450998779,0.179101103778102,-0.0198040872750517,0.0794505363175678,248,2,0.431762812107416,"no",0.5,"",0.00252343186733958,8322
"MMRN1",324,5,0.0669983705912337,"no",-0.0312136921977979,0.17548145683528,-0.108286199963352,0.0814697214001162,250,3,0.563772453495978,"no",0.461538461538462,"",0.00564768084595049,8322
"PPP5C",341,4,0.0675667999202989,"no",0.00589895807200243,0.123775272898504,-0.109053657420009,0.0897630668030791,256,4,0.296451457761747,"no",1.2,"",0.00108147080028839,8322
"CNTNAP2",295,7,0.0676182707629683,"no",-0.143076228524921,0.231659840058737,-0.163821937663934,0.0663359764660835,220,4,0.509054520180627,"no",0.473684210526316,"",0.00901225666906993,8322
"PRCC",333,3,0.0676466385915568,"no",-0.0712819571306034,0.174070873433219,-0.19434380604298,0.0745923193747717,251,2,0.334692201065523,"no",1,"",0.00264359528959385,8322
"POLG",331,4,0.0677195456891545,"no",-0.191618764587308,0.291423424866528,-0.256426983155112,0.244991552977397,249,4,0.327652386993021,"no",0.428571428571429,"",0.00216294160057678,8322
"HDGFRP2",339,5,0.0678280921361579,"no",NA,NA,NA,NA,0,0,NA,NA,0.75,"",0.00180245133381399,8322
"F13B",316,7,0.0680339559914367,"no",-0.0808283327022539,0.208577729866294,-0.13137002658013,0.233244192239839,236,5,0.287558311574776,"no",1.33333333333333,"",0.00324441240086518,8322
"SLC2A1",350,2,0.0682050482810248,"no",-0.0493091914945104,0.184239324818608,-0.15232092341121,0.0646099952126381,262,1,NA,NA,0.5,"",0.00120163422254266,8322
"BTN1A1",334,2,0.0683987250306148,"no",-0.047717237471895,0.153040982647644,-0.0952752285674803,0.13176506662448,253,2,0.404878720734184,"no",0.75,"",0.00240326844508532,8322
"NADK",330,2,0.0686496013452919,"no",-0.15178850528236,0.214060233232986,-0.23566608586648,0.087604562381036,252,0,NA,NA,0.5,"",0.00144196106705119,8322
"CUX1",302,9,0.0689038780557055,"no",0.0624909824831023,0.152657553847124,-0.0207183412831238,0.153282956414667,229,5,0.0143108840136112,"no",1.1,"BRCA_ambiguous,CM_ambiguous,GBM_ambiguous,LUAD_ambiguous,NSCLC_ambiguous,THCA_ambiguous,UCEC_ambiguous",0.00865176640230714,8322
"PABPC1",324,2,0.0689905829021324,"no",-0.20941818116236,0.27161711441383,-0.419710254123073,0.150767897975409,242,1,NA,NA,1,"DLBCL_ambiguous,LUSC_ambiguous,MM_ambiguous,THCA_ambiguous",0.00156212448930546,8322
"ALDH2",339,6,0.0690106343441666,"no",-0.0435387436031182,0.174826032611541,-0.113610501845675,0.164850569079664,256,4,0.819495368440799,"no",1.8,"",0.00144196106705119,8322
"SIGLEC11",346,2,0.0691610825042521,"no",0.0946166757942528,0.131254370310806,0.063316529379142,0.0360853471704915,262,1,NA,NA,0.5,"",0.00180245133381399,8322
"GLTSCR2",345,4,0.0696041368750941,"no",NA,NA,NA,NA,0,0,NA,NA,0.714285714285714,"",0.000961307378034126,8322
"ARNT",317,4,0.0697377305825615,"no",0.0561424315089012,0.166334391647772,-0.00621278740940465,0.105880467804053,236,1,NA,NA,1,"",0.00276375871184811,8322
"ACACB",298,12,0.0699515659117135,"no",-0.0217703046967452,0.12122039359343,-0.0196875528378251,0.118431009569364,226,7,0.483179011724692,"no",0.653846153846154,"",0.00720980533525595,8322
"RGPD4",302,7,0.0701534934122732,"no",0.245689038940744,0.346203232921941,0.210946855916643,0.296866150695456,227,3,0.341977051640284,"no",1.28571428571429,"",0.00684931506849315,8322
"PPP1R16A",292,2,0.0701891882720787,"no",0.0316440827590408,0.12430309063665,-0.0204996511267385,0.0177593295257776,221,1,NA,NA,0.6,"",0.000961307378034126,8322
"PRMT6",333,3,0.0705035272709351,"no",-0.00599863674517998,0.220470257796263,-0.0119000562501081,0.0571459291405308,247,1,NA,NA,1.33333333333333,"",0.000720980533525595,8322
"UBR5",283,20,0.0705306951185746,"no",-0.262736165927175,0.282440917300577,-0.348707068924327,0.22010481382572,213,13,0.490832483187201,"no",1.57142857142857,"CM_ambiguous,DLBCL_ambiguous,MM_ambiguous,RCH_ambiguous",0.0134583032924778,8322
"WDR78",335,6,0.0706871072245819,"no",0.108276233572437,0.136392115254715,0.0625739113873671,0.0148729205973626,254,2,0.627771904450132,"no",3.66666666666667,"",0.00612833453496756,8322
"JPH2",329,2,0.0708475193638167,"no",-0.220025605344157,0.203801429011502,-0.273716401537228,0.076864604666455,250,1,NA,NA,0.3,"",0.00120163422254266,8322
"ATF6B",331,3,0.0711721216748367,"no",0.0480151929293249,0.134350990416091,-0.083131612011809,0.0142758388590044,253,0,NA,NA,1,"",0.00192261475606825,8322
"DOCK10",319,7,0.0714820790050037,"no",-0.00669170768004404,0.149290814546155,-0.152510384766521,0.281367317305676,243,5,0.0574788050900568,"no",0.409090909090909,"",0.00769045902427301,8322
"CDRT1",332,2,0.0715150744048893,"no",0.0181089416844539,0.184241882575764,-0.130693171632927,0.0818406615829806,251,2,0.56651816807442,"no",0.428571428571429,"",0.000720980533525595,8322
"ERMAP",329,19,0.0716918344531858,"no",-0.0819548751248511,0.144465468594244,-0.0954418851930697,0.111950520346752,248,14,0.243501139979054,"no",6.66666666666667,"",0.000480653689017063,8322
"PPARGC1B",338,2,0.0717593432461536,"no",-0.0883965906836435,0.156309969081708,-0.0796081172881913,0.0337831936744107,254,1,NA,NA,0.5,"",0.00336457582311944,8322
"WNK4",328,7,0.0719148828918599,"no",-0.0316256787721632,0.160661708901611,0.0183365882087988,0.186738531221874,248,5,0.56108654520646,"no",1.125,"MBL_ambiguous",0.00396539293439077,8322
"SQLE",303,2,0.0721577254481621,"no",0.0518240806315474,0.184516957279561,-0.0272495897393818,0.0825195948283311,225,2,0.396565045200198,"no",0.75,"",0.00180245133381399,8322
"PWP2",330,5,0.07272222668848,"no",-0.0240091886150481,0.209687386134839,-0.0679609709754039,0.325284365734432,250,2,0.48585737198054,"no",1.2,"",0,8322
"TEX14",320,4,0.0731226207906211,"no",0.0222481453912236,0.137698934283813,0.0295334758860401,0.0601148246606866,247,2,0.295107186592597,"no",0.3125,"",0.00624849795722182,8322
"WDFY2",342,3,0.073154128127114,"no",0.0219668705492201,0.195205125951183,0.0624155264593966,0.17703780268006,260,1,NA,NA,1,"",0.000600817111271329,8322
"TOP2B",336,5,0.0733541337776562,"no",0.0372722394294329,0.172146484522313,-0.0256287005501702,0.134381628014731,258,1,NA,NA,0.583333333333333,"",0.00708964191300168,8322
"DAZAP1",332,10,0.0739245663628868,"no",-0.108497783299018,0.252923259444991,-0.109109040794802,0.215921843063136,253,7,0.297401055172453,"no",4.33333333333333,"DLBCL_LoF",0.00648882480173035,8322
"WWTR1",339,2,0.0742627321250093,"no",-0.120850247796654,0.3127335401591,-0.304236471953584,0.038575673271286,253,1,NA,NA,0.5,"",0.00144196106705119,8322
"KDM3A",333,3,0.0743526368113478,"no",NA,NA,NA,NA,248,1,NA,NA,1.25,"",0.00360490266762797,8322
"SIRT1",347,2,0.0744256557606803,"no",0.0518264743426659,0.152484123143541,-0.0768936452977929,0.0348494716769392,260,1,NA,NA,0.6,"",0.00204277817832252,8322
"RBM28",327,4,0.0750624512289643,"no",-0.597171604614908,0.385996346475435,-0.734850686281958,0.297099773790235,245,3,0.470584981310282,"no",0.555555555555556,"",0.00300408555635664,8322
"KLHL2",336,2,0.0754952376147466,"no",-0.103383232055723,0.194871550168547,-0.527283258557947,0.285631267270085,257,2,0.87588594227522,"no",0.5,"",0.00132179764479692,8322
"GLDC",298,2,0.075500233390153,"no",0.0614654619052262,0.166614989894819,0.028395522869873,0.138012390673283,222,0,NA,NA,0.571428571428571,"",0.00288392213410238,8322
"AXL",331,5,0.0758376369297893,"no",0.00741317860403684,0.120413385325844,-0.016590717239052,0.0645423758434319,253,4,0.369178778726478,"no",0.583333333333333,"",0.00240326844508532,8322
"WRAP73",340,2,0.0759342677671965,"no",-0.130142087365175,0.187926324156642,-0.21152842920436,0.015243286597499,258,2,0.335106723111253,"no",0.375,"",0.000720980533525595,8322
"RAET1G",340,2,0.0766271880629602,"no",-0.00189399518636439,0.202692038937184,-0.0800440304073434,0.108399546103876,256,1,NA,NA,0.5,"",0.000120163422254266,8322
"ARID3C",346,2,0.0769398634478199,"no",-0.00745945710771077,0.129365313783774,-0.112300771974544,0.00605207675464549,262,0,NA,NA,0.333333333333333,"",0.00108147080028839,8322
"TMEM203",345,2,0.0774129430238481,"no",0.0677426215318876,0.130818316721206,0.0224729686685441,0.0222515518046516,261,1,NA,NA,3,"",0.000360490266762797,8322
"NR4A1",340,2,0.0774620929100662,"no",-0.0876329241112496,0.182321677887083,-0.0954094930162646,0.0746102047084775,254,2,0.452807658635148,"no",0.333333333333333,"",0.00108147080028839,8322
"GPI",333,2,0.077652031253075,"no",-0.0483745396162989,0.176979998335888,-0.138828152232301,0.03483959172164,258,1,NA,NA,0.5,"",0.00132179764479692,8322
"PHGDH",328,4,0.0777505599319207,"no",-0.206089200242168,0.295307625808204,-0.327299419756429,0.145932670692013,242,3,0.746823784804502,"no",0.416666666666667,"",0.000961307378034126,8322
"SOX9",322,10,0.0778449716916567,"no",0.013718766081763,0.160890494720894,0.000312526625804201,0.18677863070032,244,7,0.417436996941797,"no",0.916666666666667,"COREAD_LoF",0.0102138908916126,8322
"INPP4B",333,7,0.0784807122826029,"no",0.020320672860034,0.173559743764806,0.0455308557148301,0.0347208082571216,260,2,0.645303304390792,"no",1,"",0.00684931506849315,8322
"TTC39C",338,2,0.0785116799636523,"no",0.0800906504732191,0.127837542781218,-0.0227871988879546,0.0264678103800331,256,2,0.135823326992484,"no",3,"",0.00240326844508532,8322
"KCNK10",329,3,0.0786555813302161,"no",0.0226456338216903,0.145881735832622,0.0608495008802123,0.100006616388157,250,2,0.558946106279975,"no",0.4,"",0.00168228791155972,8322
"RASA1",337,8,0.0787391120064604,"no",0.00775638281548687,0.144258993859471,-0.0097792430515028,0.133010143301327,259,5,0.252788142978773,"no",1,"HNSC_LoF,LUSC_LoF",0.0142994472482576,8322
"ABCA1",310,8,0.0787543718038717,"no",-0.0132045280850643,0.314820767636288,-0.0941228347150306,0.175128952745342,237,4,0.582836004273069,"no",0.625,"",0.00588800769045902,8322
"PDE3A",312,8,0.0790171887891132,"no",-0.0526400710309326,0.159368239331773,-0.0138669003223434,0.238770049649929,239,5,0.6929656453827,"no",0.818181818181818,"",0.00696947849074742,8322
"SIGLEC1",314,5,0.0792735772539927,"no",-0.0116244077514127,0.225098351121357,-0.00262426573219052,0.0885172413951901,240,2,0.716299006170611,"no",0.25,"",0.00372506608988224,8322
"TBL3",341,4,0.0796533158624341,"no",-0.559826151854837,0.309222190993998,-0.820154548394461,0.399288418202411,254,2,0.504008409915769,"no",0.714285714285714,"",0.000841143955779861,8322
"ENOX1",334,2,0.0798245745276608,"no",-0.00177156666859355,0.172603319349095,0.12392384079176,0.0684449671608549,256,2,0.311652776280317,"no",0.5,"",0.00156212448930546,8322
"TGFBR2",337,5,0.0799420076021118,"no",-0.070754573463362,0.227495321134062,-0.0634138667586813,0.113415350441865,255,4,0.78376402410847,"no",2,"CESC_LoF,CH_LoF,COREAD_LoF,ESCA_LoF,HNSC_LoF,PAAD_LoF",0.00528719057918769,8322
"MTA2",343,6,0.0801958074015598,"no",0.0126652680480863,0.202829096763851,-0.0906010540877125,0.0682018736582706,256,3,0.189502910068842,"no",4,"",0.00264359528959385,8322
"CTCF",332,13,0.080870761472049,"no",-0.441090071237137,0.303516917775343,-0.400425304150482,0.441987030643615,253,9,0.488117231204624,"no",2.66666666666667,"ALL_LoF,AML_LoF,BRCA_LoF,HNSC_LoF,NSCLC_LoF,UCEC_LoF",0.0179043499158856,8322
"DHTKD1",330,3,0.0813053341471775,"no",0.0578327172377559,0.203775387740421,-0.222755809949238,0.219075365133428,257,1,NA,NA,0.555555555555556,"",0.00156212448930546,8322
"FANCF",342,2,0.0823446818559612,"no",-0.0553119270058288,0.156376408820248,-0.225195682301555,0.0419370902470745,257,2,0.418036805414299,"no",0.75,"BLCA_LoF",0.000841143955779861,8322
"RCBTB1",339,2,0.082783974521015,"no",-0.00632888643791002,0.143153651944671,-0.114397839628418,0.0494415564650335,259,0,NA,NA,0.5,"",0.00168228791155972,8322
"RALY",331,3,0.0828991324244738,"no",-0.302044650228079,0.257770968580631,-0.336583479543193,0.0858700741238795,251,3,0.929386494562114,"no",1,"",0.000720980533525595,8322
"RARG",349,2,0.0830664132274579,"no",0.0462472626425306,0.180495881935419,-0.0444274516628311,0.0503121784479304,263,2,0.798510726839907,"no",0.375,"",0.00180245133381399,8322
"GLRB",330,5,0.0830892795820827,"no",-0.046123942421729,0.166797852769305,0.0254650331905936,0.185218028032954,254,4,0.188841171702199,"no",1,"",0.00252343186733958,8322
"HLA-B",325,8,0.0831989030907378,"no",0.0542346787949098,0.154181375777443,0.0467880829061275,0.059730708687407,249,5,0.335553182328102,"no",0.642857142857143,"CESC_ambiguous,DLBCL_ambiguous,ESCA_ambiguous,HNSC_ambiguous,LY_ambiguous",0.00720980533525595,8322
"OXA1L",342,3,0.0834640358981554,"no",-0.527814852223614,0.38611573564767,-0.562462159721737,0.206533608585843,256,2,0.337913206688772,"no",1,"",0.00120163422254266,8322
"CLK4",330,3,0.0843667951522277,"no",-0.0249529475567131,0.184576575099019,-0.0866755315407004,0.270386634902378,250,2,0.0918312546109406,"no",1,"",0.00180245133381399,8322
"BRAF",280,13,0.0845348289488237,"no",0.0867699724910009,0.138800381681482,0.0324267998180293,0.275474313782231,208,13,0.143228707357897,"no",1.5,"BLCA_Act,BRCA_Act,CLL_Act,CM_Act,COREAD_Act,DLBCL_Act,GBM_Act,HGG_Act,LGG_Act,LUAD_Act,LUSC_Act,MM_Act,NSCLC_Act,OV_Act,PIA_Act,PRAD_Act,RPC_Act,THCA_Act,UCEC_Act",0.00684931506849315,8322
"DNAJC19",324,6,0.0849240153948868,"no",-0.10515961618709,0.171117146732146,-0.0695249974381444,0.130898878537036,248,4,0.516648592184432,"no",8,"",0.000600817111271329,8322
"WDR41",353,2,0.0852443293557054,"no",0.0149606132559899,0.153348520969885,-0.172825112065387,0.016339213388892,264,2,0.479284134212336,"no",1.33333333333333,"",0.00180245133381399,8322
"KDR",316,4,0.0854956009956751,"no",0.0187037799748735,0.215881092045728,0.0315585449642158,0.0753596836422,240,3,0.577328846398314,"no",0.227272727272727,"ANGS_Act,CLL_Act,DLBCL_Act,LUAD_Act,PAIS_Act,SBCC_Act,SSCC_Act",0.00648882480173035,8322
"FBXW10",319,2,0.085721144753495,"no",0.0993520372280181,0.134782614960425,0.23289207391988,0.059588962990507,239,2,0.133746679791476,"no",0.375,"",0.00288392213410238,8322
"RBPJL",332,2,0.086111121479007,"no",-0.028610307040603,0.15918173912822,-0.143671946540202,0.121013247692,252,0,NA,NA,0.5,"",0.00108147080028839,8322
"XRCC2",331,6,0.0861486118760693,"no",0.0235365143666806,0.154118613887211,-0.0321597390473621,0.0426334393367315,249,4,0.390092398607854,"no",3.5,"",0.00228310502283105,8322
"SLC39A6",329,2,0.0863653928621064,"no",0.0511643218102752,0.148267850899859,-0.0375462986914605,0.011723627828455,247,1,NA,NA,0.5,"",0.00204277817832252,8322
"THBS2",319,6,0.0864848859051009,"no",0.0866856339888026,0.150660698398645,0.102437888524643,0.18588343072663,244,4,0.115190341891517,"no",0.533333333333333,"",0.00312424897861091,8322
"DDX27",321,7,0.08662782851681,"no",-0.743918165780945,0.415252013300622,-1.38156441745232,0.90813989308301,248,4,0.436739845816095,"no",4,"",0.00444604662340783,8322
"FNTA",338,2,0.0867997120492718,"no",-0.211196887720005,0.2189265747683,-0.340983216137027,0.148004280960141,253,2,0.414253264634844,"no",0.428571428571429,"",0.000841143955779861,8322
"ITGB7",340,3,0.0868516457680023,"no",-0.0813883627464459,0.217478051982489,-0.182576322682993,0.142953313199072,259,0,NA,NA,0.571428571428571,"",0.000720980533525595,8322
"CHRM3",317,4,0.0875515162335413,"no",-0.00308112387981866,0.210842211641466,-0.0264999569053507,0.0644316086323982,237,1,NA,NA,0.454545454545455,"",0.00372506608988224,8322
"EGR2",343,6,0.0876449228347074,"no",-0.0593316643503622,0.160887348963249,-0.0863749727509362,0.131500438987785,259,3,0.811258630383601,"no",1.6,"CLL_ambiguous",0.00168228791155972,8322
"ARL15",342,2,0.0879880942847876,"no",-0.0202479024885946,0.151879255663715,-0.142086206974929,0.0762418947903213,261,1,NA,NA,1.5,"",0.000720980533525595,8322
"KCNQ2",291,2,0.0880396670357247,"no",-0.0222440332827902,0.211045575374147,-0.161935802940894,0.15354357720002,218,2,0.124115482016523,"no",0.25,"",0.00324441240086518,8322
"DDX41",332,5,0.0882406070163987,"no",-0.900282326894602,0.375203473137647,-1.40022510945827,0.712587090570463,254,2,0.486105607253524,"no",0.75,"",0.00108147080028839,8322
"FGD6",338,6,0.0882576373045783,"no",0.0811361109471123,0.150068101172019,0.0256381297944288,0.115418428618052,255,3,0.357045274937225,"no",0.875,"",0.0042057197788993,8322
"TP63",297,4,0.0884703961728336,"no",-0.0601060999679132,0.151055863776584,-0.128943256147406,0.0889076333809809,229,3,0.0920678846383424,"no",0.833333333333333,"BLCA_ambiguous,HNSC_ambiguous,NB_ambiguous,UCEC_ambiguous",0.0045662100456621,8322
"NTN3",342,4,0.0887467376097918,"no",-0.0367650235103071,0.261833650324975,-0.188330129362638,0.137515169946418,256,3,0.33447692210669,"no",0.454545454545455,"",0.000600817111271329,8322
"NDUFS7",340,2,0.0888463086094677,"no",-0.0989235391975892,0.175316022852393,-0.19417267440608,0.128076278615291,260,2,0.510558354922951,"no",1.33333333333333,"",0.000120163422254266,8322
"KCNH3",331,3,0.0888898860242291,"no",-0.113100922041676,0.171030892786224,-0.0930614520219351,0.0614541473002817,251,2,0.510333034429331,"no",0.666666666666667,"",0.00288392213410238,8322
"TSKU",328,2,0.0892510816452416,"no",-0.0890630170030768,0.138646498062677,0.0149164769805014,0.0457923162917254,247,2,0.239851927707356,"no",0.6,"",0.000720980533525595,8322
"HNRNPA2B1",325,6,0.0894845323378103,"no",-0.233418520743392,0.287366046177297,-0.301661783231669,0.406206248946225,240,4,0.277499194302292,"no",2.33333333333333,"HC_Act",0.00276375871184811,8322
"DHRS11",341,2,0.0896000754881398,"no",0.0058611152276171,0.191512225763124,-0.0226138513702073,0.0134099216056006,256,1,NA,NA,0.75,"",0.000480653689017063,8322
"DIDO1",283,5,0.0896155460268747,"no",-0.0391448354466928,0.246104786426517,-0.0935191298362085,0.158360225627302,216,1,NA,NA,0.2,"",0.00648882480173035,8322
"ATP2B1",330,7,0.0897063152631948,"no",-0.198174493923041,0.221884313086769,-0.344533654942193,0.109886621323125,248,4,0.509920330899072,"no",0.615384615384615,"",0.00468637346791637,8322
"TCF19",336,3,0.0898145095310406,"no",-0.0292433162101678,0.198077317906342,-0.0542798101492969,0.144498295876798,257,1,NA,NA,4,"",0.00132179764479692,8322
"HELT",328,2,0.0904698370896317,"no",-0.135385701203893,0.215883134236989,-0.324874830659176,0.104108688113387,248,1,NA,NA,0.75,"",0.000600817111271329,8322
"PDE8A",339,2,0.0907614755833361,"no",-0.0619023376716365,0.184161234107352,0.0667662074540847,0.0380679882530162,258,1,NA,NA,0.6,"",0.00324441240086518,8322
"RMI1",338,4,0.0908039794561692,"no",-0.0680146058074258,0.170317297670377,-0.168049505570122,0.186204496994735,254,4,0.519463192569011,"no",1.66666666666667,"",0.00132179764479692,8322
"RGS2",332,5,0.090871839878168,"no",-0.0596941230293604,0.197465673466304,-0.22997404907113,0.176523753506318,250,3,0.599296179378008,"no",3,"",0.00168228791155972,8322
"UBE2M",330,2,0.0912697071585418,"no",-0.059272399289862,0.258600639895584,0.00893301219998149,0.208561734917689,251,2,0.537802218048909,"no",1.5,"",0.000600817111271329,8322
"PPAT",336,3,0.0915599047655596,"no",-0.00767992288707224,0.147488288818687,-0.14226984565398,0.087929361512396,253,2,0.325146773507098,"no",2,"",0.00192261475606825,8322
"CHEK2",333,6,0.0915687810722578,"no",0.0553945847799118,0.136771939348076,0.0958887423998837,0.324084007086271,257,3,0.619379816472164,"no",1.75,"THCA_LoF",0.00276375871184811,8322
"ROCK1",331,13,0.0915824142366714,"no",0.143495859016362,0.191549681377137,0.0516851786218344,0.144598096085119,253,6,0.0376208977696964,"no",1.66666666666667,"",0.0102138908916126,8322
"ZBTB1",341,4,0.0916044924407029,"no",0.0631948557229637,0.161249126242369,-0.177195915582543,0.0967412212358643,257,2,0.673106696881154,"no",1,"",0.00384522951213651,8322
"AKR1D1",333,2,0.0918412089046354,"no",0.0163009386738484,0.151232269317173,-0.00481242080558225,0.0283619829440607,252,1,NA,NA,1.5,"",0.00180245133381399,8322
"CLC",343,2,0.0918708928545143,"no",-0.0624709929818661,0.164744623592173,-0.470124656115396,0.219117384470277,260,1,NA,NA,1.5,"",0.000360490266762797,8322
"SUZ12",332,8,0.092203966909004,"no",0.0758088223886317,0.176140049770523,0.0232748799107488,0.202611876864801,250,5,0.790111635039447,"no",1.25,"AML_Act,PRAD_Act",0.00168228791155972,8322
