"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","DeleteriousDnDs","intogen_gene_role","tcga_deleterious_mutation_frequency","tcga_nrSamplesInMutData"
"JARID2",310,13,0.0922631073810851,"no",-0.3550438467415,0.27268721538852,-0.423193159296725,0.194912646841152,237,8,0.445594008870755,"no",1,"",0.00636866137947609,8322
"DHX38",327,6,0.0924313810526951,"no",-0.712511227398197,0.32270703474556,-0.83002425032223,0.522272804186823,250,4,0.587095009503288,"no",0.636363636363636,"",0.00288392213410238,8322
"EMILIN2",324,2,0.0929002283204949,"no",0.0531684523562961,0.195484352131458,0.024776448252967,0.150849484015391,243,2,0.182305507234311,"no",0.214285714285714,"",0.00228310502283105,8322
"NPR2",330,5,0.0930306561252014,"no",-0.0604590276750162,0.166819612640175,-0.136791004910075,0.14555920308635,252,3,0.544800363674194,"no",1.2,"",0.00252343186733958,8322
"TAS1R2",333,2,0.0932409088672056,"no",0.00479339936816852,0.108104451675507,-0.0122167069235957,0.0321232061271741,258,1,NA,NA,0.214285714285714,"",0.00180245133381399,8322
"ALDH5A1",336,2,0.0933545461810634,"no",-0.0315620940829391,0.169982663946507,-0.0506307344162576,0.0093668696675409,257,2,0.918677452879274,"no",0.428571428571429,"",0.00120163422254266,8322
"MFI2",306,2,0.0934873616479564,"no",NA,NA,NA,NA,0,0,NA,NA,0.428571428571429,"",0.00168228791155972,8322
"WRN",317,5,0.0937259065232246,"no",0.0228294539435955,0.148466700750003,-0.166781140625145,0.380245345623214,242,3,0.021894137629932,"no",0.75,"NSPH_LoF",0.00528719057918769,8322
"GMPS",319,3,0.0937773657720816,"no",-0.0563236007804064,0.133342745565403,-0.226822558265485,0.209202845610451,242,1,NA,NA,1,"HC_LoF",0.00312424897861091,8322
"MALT1",324,3,0.0937813417905478,"no",-0.100157844148653,0.183983757581866,-0.19675693055936,0.090321935706508,247,2,0.45675827830423,"no",1.33333333333333,"DLBCL_LoF",0.00252343186733958,8322
"ACADVL",330,7,0.0946605158037698,"no",0.0151261225483564,0.159770744967379,0.0064515958035739,0.120811876367107,253,6,0.162060388074543,"no",4,"",0.00192261475606825,8322
"PTPN3",335,5,0.0947220399274338,"no",0.0591945174050803,0.165736644546926,-0.00368757519863406,0.101782249942154,249,4,0.740814818185511,"no",1.4,"",0.00540735400144196,8322
"MYOCD",330,5,0.0958059988222741,"no",0.027987569229108,0.165546069840014,9.86620398245264e-05,0.168143644008935,251,2,0.578617514370283,"no",0.7,"",0.00696947849074742,8322
"RBM39",328,6,0.0959073801118835,"no",-0.750733221155294,0.412233665687254,-1.13868325563866,0.447517864585603,247,4,0.493354390636048,"no",2.33333333333333,"UCEC_Act",0.00120163422254266,8322
"MTF1",338,3,0.0966653582624089,"no",0.0277344614353487,0.138299159117556,-0.0506825985012841,0.190157096915937,258,2,0.793517787000062,"no",0.625,"",0.00204277817832252,8322
"TAF3",324,6,0.097283189926002,"no",-0.196117675436664,0.356791439342967,-0.333084700054311,0.379899578478155,245,4,0.485063028248658,"no",1.4,"",0.00540735400144196,8322
"SH2B1",334,6,0.0976706458319206,"no",-0.108010976083955,0.213158319084542,-0.205520858580263,0.215560894779245,255,4,0.55075736254567,"no",1.125,"",0.00228310502283105,8322
"FDXR",334,2,0.098046015921416,"no",-0.0510587088576337,0.172718233596902,-0.0488189767786094,0.0575859189032456,253,2,0.484607638988187,"no",0.75,"",0.000720980533525595,8322
"CIRH1A",344,3,0.0983117775814584,"no",NA,NA,NA,NA,0,0,NA,NA,0.666666666666667,"",0.00168228791155972,8322
"EEPD1",320,2,0.0984097913671648,"no",-0.00641885016798915,0.18908723531567,0.180838693775444,0.151824141317993,240,2,0.639971039674397,"no",0.3,"",0.00120163422254266,8322
"PITPNM2",329,3,0.0984818299868496,"no",0.0297718102244842,0.147941561439368,0.0264463461845758,0.055388685196137,253,1,NA,NA,0.5,"",0.00192261475606825,8322
"ZBTB11",335,2,0.0985600973527885,"no",-0.0351249789302198,0.171005131281261,-0.1217831462228,0.0033000955708585,252,1,NA,NA,0.428571428571429,"",0.00480653689017063,8322
"CREBBP",303,27,0.0986754000806174,"no",0.0782663532413406,0.252217742247353,0.023098505947659,0.239545288566548,233,14,0.0384776844060792,"no",1.40909090909091,"ALL_LoF,BLCA_LoF,BRCA_LoF,CLL_LoF,DLBCL_LoF,ESCA_LoF,HC_LoF,HNSC_LoF,LUSC_LoF,LY_LoF,MBL_LoF,NHLY_LoF,PAIS_LoF,PIA_LoF,SBCC_LoF,SCLC_LoF,SG_LoF,VV_LoF",0.0157414083153088,8322
"SCARA3",317,2,0.0986961626256286,"no",0.0588564100868579,0.129041690974294,0.0060882807787365,0.0429438772378627,242,0,NA,NA,0.75,"",0.000961307378034126,8322
"TRAF3",332,4,0.0994238835472991,"no",0.0698064661295117,0.173354450765389,0.0876483933826475,0.157081093143103,243,2,0.317451353996055,"no",1,"MM_LoF",0.00240326844508532,8322
"LRRC30",338,2,0.0999851542065077,"no",-0.020379309379553,0.157837977330403,-0.221602707921284,0.220583549225799,258,1,NA,NA,0.3,"",0.00144196106705119,8322
"HNF4G",321,3,0.100067192121534,"no",-0.088986691544794,0.186079084079614,-0.0749947088350871,0.0607991250721197,237,3,0.42849785712899,"no",0.444444444444444,"",0.00192261475606825,8322
"TBC1D3F",338,3,0.100144132879438,"no",0.0896360458528268,0.25383367290596,0.114965226957807,0.226972244623799,0,0,NA,NA,0.666666666666667,"",0.000360490266762797,8322
"PLAA",317,2,0.100156260237835,"no",-0.0491291719368105,0.269286221294587,-0.0314577029950002,0.039175131294297,237,1,NA,NA,1,"",0.00228310502283105,8322
"CDKL4",338,4,0.100308511210972,"no",-0.0262996601161531,0.170512808263645,-0.0671389039250526,0.137790864153771,253,4,0.133593944981945,"no",1,"",0.00168228791155972,8322
"GPSM2",331,3,0.100460120441119,"no",-0.0291801641012837,0.181522452083717,-0.0657116406532802,0.143202773633487,248,3,0.715794574794332,"no",4,"",0.00216294160057678,8322
"FRMD4B",332,2,0.100501498152359,"no",0.00298727612453329,0.174951166234112,-0.0776514089867268,0.106927749751782,252,2,0.728203030082886,"no",0.6,"",0.00228310502283105,8322
"CRTC1",329,14,0.100588800074734,"no",0.0240486494723678,0.146698623708053,-0.0213187987695721,0.158400470258425,250,10,0.780247229485153,"no",2.66666666666667,"ACY_ambiguous",0.00276375871184811,8322
"PAK4",333,3,0.100593309373722,"no",-0.035497217149364,0.208247943991366,-0.0059657771020575,0.191575233601971,256,1,NA,NA,0.555555555555556,"",0.00144196106705119,8322
"MAP3K2",329,19,0.100679871903808,"no",0.01876892323425,0.183971516986455,-0.0203767717366227,0.184393525178896,248,14,0.109187262010313,"no",3.33333333333333,"",0.00324441240086518,8322
"AATF",338,5,0.102166380990505,"no",-0.530324936388969,0.285031929457019,-0.745296231489411,0.824673505639095,254,3,0.404241141966878,"no",2,"",0.00144196106705119,8322
"ATP10D",328,7,0.102216896672802,"no",-0.180443718204348,0.284138359548731,-0.151569910905779,0.284685213888352,246,5,0.466366913672383,"no",0.9,"",0.00696947849074742,8322
"FANCD2",333,2,0.102715056222128,"no",-0.0944263054178568,0.197124625301322,-0.216555068051767,0.00420197854739451,253,1,NA,NA,0.5,"CM_LoF,COREAD_LoF",0.00468637346791637,8322
"FNDC3B",309,6,0.102823194241233,"no",-0.0354799924539256,0.199267463990267,-0.0451762945232475,0.0296275757900825,233,4,0.519526580308557,"no",0.583333333333333,"",0.00288392213410238,8322
"STK19",331,3,0.103349180629399,"no",-0.00128764077941549,0.179238484429679,-0.0795022941413549,0.118846376191386,250,2,0.671561379559477,"no",1.33333333333333,"",0.000240326844508532,8322
"ADH4",343,2,0.103388634982578,"no",-0.0830086759053473,0.281969025116876,-0.219114886556398,0.152278012426517,261,2,0.379534433822698,"no",0.5,"",0.000720980533525595,8322
"CYP3A7",320,2,0.103461025016737,"no",0.119676109215836,0.253969100494331,-0.0775216923202324,0.0715535591535146,243,2,0.59163334123064,"no",0.375,"",0.00360490266762797,8322
"PDE4D",318,6,0.103501632282629,"no",0.0581262116746614,0.145814465170587,-0.0871078173638585,0.211795329696599,243,4,0.458398675782661,"no",0.777777777777778,"",0.00276375871184811,8322
"GLRA1",339,2,0.103636749378107,"no",0.0142784235935004,0.223433074237745,-0.334821732949098,0.142960337366829,258,0,NA,NA,0.75,"",0.00144196106705119,8322
"TTC3",313,25,0.104396537461673,"no",0.112203417678159,0.157155749101565,0.0728427535775235,0.219282052894974,240,16,0.47484303213665,"no",3,"",0.0087719298245614,8322
"NBN",311,6,0.104414434200249,"no",-0.0189173416633631,0.181945623132675,-0.163465333495698,0.191977037050983,231,4,0.159268516254063,"no",1.75,"",0.00516702715693343,8322
"VRK3",349,3,0.104876320709172,"no",0.0351306460049352,0.249320811242277,0.0395936567621374,0.204762158450428,261,1,NA,NA,0.833333333333333,"",0.00120163422254266,8322
"CD2AP",342,5,0.104917502789572,"no",-0.0813175776041314,0.211437239032735,-0.167510070064933,0.113208336969054,258,3,0.492378241265216,"no",1.2,"",0.00228310502283105,8322
"PIK3CA",279,2,0.105115241893803,"no",-0.0749241229124918,0.164090326032083,-0.234926506303286,0.134117275441609,211,3,0.232644887398276,"no",1,"ACY_Act,AN_Act,ANGS_Act,BLCA_Act,BRCA_Act,CESC_Act,CH_Act,CM_Act,COREAD_Act,EPD_Act,ESCA_Act,GBM_Act,HC_Act,HGG_Act,HNSC_Act,LEIS_Act,LGG_Act,LUAD_Act,LUSC_Act,MBL_Act,MESO_Act,MGCT_Act,NSCLC_Act,OS_Act,OV_Act,PAAD_Act,PIA_Act,PRAD_Act,RCCC_Act,RPC_Act,S_Act,SBCC_Act,ST_Act,UCEC_Act,UCS_Act,VV_Act",0.00648882480173035,8322
"ACAP1",330,2,0.105236855113716,"no",-0.322987205551477,0.351698158606283,-0.413977136508059,0.0562006024777335,252,2,0.254685613295786,"no",1,"",0.00144196106705119,8322
"PHF1",347,4,0.105610920359884,"no",-0.0207345650924866,0.228190256035835,-0.0737914789566772,0.0949939078904748,262,3,0.244538942411427,"no",3.5,"",0.00324441240086518,8322
"CYP39A1",342,4,0.105846226003941,"no",-0.112872782721803,0.228616475682986,-0.376298629547159,0.136014839549554,259,2,0.594157457869577,"no",2.5,"",0.00168228791155972,8322
"FZD5",343,2,0.106056822321163,"no",-0.33734109291456,0.324318313796222,-0.44942926647541,0.0803000653844255,256,1,NA,NA,0.8,"",0.000480653689017063,8322
"HDAC3",350,2,0.106071197170617,"no",-0.247481173885937,0.234665400697614,-0.382118692856914,0.0944220294383915,263,0,NA,NA,1,"",0.00168228791155972,8322
"HSH2D",344,3,0.106513604132663,"no",-0.10219127822753,0.206859543629661,-0.155429089697302,0.152478659991543,0,0,NA,NA,2,"",0.000480653689017063,8322
"SKIL",314,5,0.106602988401679,"no",-0.0603953152867295,0.138124317370976,-0.105091687276992,0.12723800315846,241,0,NA,NA,1.2,"",0.00264359528959385,8322
"ATN1",309,16,0.107303534172091,"no",-0.121306749355024,0.208993844052415,-0.125027117049695,0.170251018311941,232,13,0.835787827331304,"no",1.33333333333333,"",0.00300408555635664,8322
"LRRC69",321,2,0.10778594571829,"no",0.0481462309858256,0.161468658732382,-0.0869299938981509,0.104584598720951,0,0,NA,NA,1,"",0.000480653689017063,8322
"MTRR",315,4,0.107805639671857,"no",0.00875656709528758,0.140035105164461,0.0627363083225791,0.0820134052858527,238,1,NA,NA,0.714285714285714,"",0.00240326844508532,8322
"ARL17A",230,2,0.107807704608224,"no",-0.00561860459452194,0.187047341923795,0.0100659128603039,0.00505019475416998,0,0,NA,NA,1.5,"",0,8322
"HIF1A",326,7,0.107899886062631,"no",0.0534473877101358,0.117308141367088,0.00860832173580854,0.094377462899777,242,7,0.616848371616198,"no",4,"",0.00300408555635664,8322
"EIF4G2",329,2,0.108316500689668,"no",-0.3288004055054,0.350414522200206,-0.388392230219746,0.165391138056427,251,2,0.48047411216587,"no",0.6,"",0.00216294160057678,8322
"MTOR",308,7,0.108348291019882,"no",-0.406449394144209,0.389083928026387,-0.589482060009789,0.520796364941864,235,6,0.468707926390502,"no",0.421052631578947,"AML_Act,ANGS_Act,BRCA_Act,COREAD_Act,HC_Act,LGG_Act,OS_Act,PAIS_Act,RCCC_Act,RCH_Act,UCEC_Act",0.00468637346791637,8322
"PRKCI",315,2,0.108509117280896,"no",-0.0764437218411938,0.170340440986047,-0.173035597068684,0.0553332762131785,235,1,NA,NA,1.25,"",0.00264359528959385,8322
"PPP1R13B",326,5,0.108543917600768,"no",0.0356838500938404,0.148947359083104,0.0134030181833525,0.0574413139177296,245,2,0.578847219448898,"no",0.75,"",0.00348473924537371,8322
"RGL3",340,2,0.10906703974224,"no",0.0985069778435322,0.201758779364301,-0.000725772160022151,0.0208068976293507,254,2,0.683864848951511,"no",0.5,"AML_Act",0.00144196106705119,8322
"RCC1",345,3,0.110039627988813,"no",-0.522196257200587,0.419292044999877,-0.868629850086006,0.119659890720992,261,2,0.487380641124318,"no",1,"",0.00132179764479692,8322
"ITIH1",332,4,0.110556338520737,"no",NA,NA,NA,NA,252,4,0.774331217791212,"no",0.666666666666667,"",0.00204277817832252,8322
"NAA20",343,3,0.110735057655488,"no",0.0431717180600854,0.183397212372818,-0.0777875988051902,0.186956608844109,258,2,0.477166460768415,"no",2,"",0.000600817111271329,8322
"MUC20",264,2,0.1107420056627,"no",0.0792437328399196,0.23450808007174,0.105194079595947,0.020117578048599,201,2,0.969373125887927,"no",0.5,"",0.000841143955779861,8322
"RAD50",324,7,0.111391635378592,"no",-0.067482161180421,0.223417225374381,-0.182147734591261,0.137787746855912,250,4,0.172959322284268,"no",1.6,"",0.00660898822398462,8322
"BOLL",346,3,0.111488317931804,"no",-0.00993619418759843,0.161388764798767,-0.081130541792318,0.150423365641622,261,2,0.72732409657759,"no",2.5,"",0.00132179764479692,8322
"CCND2",335,2,0.111495609393734,"no",0.106125983023826,0.146026326720545,-0.285534969523033,0.231768402971096,250,1,NA,NA,0.5,"AML_Act,CLL_Act",0.00132179764479692,8322
"PACSIN2",341,3,0.112116131336695,"no",0.0172725076057385,0.171998432114058,-0.162252084396106,0.140472279015984,259,1,NA,NA,0.666666666666667,"",0.00108147080028839,8322
"PIP5K1C",334,4,0.11234752509864,"no",0.00873622354028742,0.157780890604688,-0.0507933526752704,0.236205638670901,260,2,0.290672919426768,"no",0.416666666666667,"",0.00180245133381399,8322
"MAP2K7",334,10,0.112434440213689,"no",-0.000588532220068387,0.154631458524082,-0.00858975860844657,0.100853382600028,254,7,0.543462328507988,"no",13,"ST_LoF",0.00240326844508532,8322
"THOC6",345,2,0.112718812009565,"no",-0.115196085880833,0.190453352074642,-0.182879963098266,0.045444070172585,258,2,0.576133937836853,"no",1.5,"",0.000841143955779861,8322
"PRKAA2",338,8,0.11314448398959,"no",0.115570740243189,0.193326439179572,0.0674725391366191,0.106878301543476,253,5,0.455819639485352,"no",4.5,"",0.00276375871184811,8322
"STC2",335,3,0.113420615555943,"no",-0.24375748248634,0.273325209308059,-0.203772401822581,0.203484692158013,255,1,NA,NA,0.666666666666667,"",0.000240326844508532,8322
"BRD1",322,3,0.113982836185777,"no",0.00956925612807689,0.168473546910698,-0.199817716326294,0.299863495611496,238,2,0.25478472833264,"no",0.555555555555556,"",0.00324441240086518,8322
"DDX39B",331,3,0.114145962605311,"no",0.0937864280221671,0.2053829331919,0.159895552136353,0.163807286705512,256,1,NA,NA,0.666666666666667,"",0.00276375871184811,8322
"ABCC8",316,6,0.114947555202637,"no",0.00420901198111088,0.183115591612904,-0.0328774854033334,0.161811733666158,241,4,0.380736148076259,"no",0.411764705882353,"",0.00432588320115357,8322
"WDR60",318,7,0.114966765735244,"no",0.056792483497037,0.143965827870226,0.0135873269260484,0.183578430845245,235,4,0.397971534782049,"no",0.8,"",0.00408555635664504,8322
"HFE",335,2,0.115091380578219,"no",0.00449199130408781,0.162860915967438,-0.0962445188486244,0.0121203760619326,260,1,NA,NA,0.75,"",0.000841143955779861,8322
"HK2",336,2,0.115360151815648,"no",-0.0472619822870127,0.180568518320138,-0.088897116843477,0.048319679965118,254,1,NA,NA,0.375,"",0.00180245133381399,8322
"INPP4A",332,6,0.115429965223746,"no",0.0134616908423988,0.157327204030842,-0.0277330383400892,0.227572079420775,249,3,0.527456859789472,"no",0.777777777777778,"",0.00348473924537371,8322
"LRWD1",325,4,0.11573418761215,"no",-0.00584971101268672,0.208122013047633,-0.0235055727977058,0.0781543470170132,243,2,0.817038403529975,"no",0.833333333333333,"",0.000600817111271329,8322
"KIF3A",335,5,0.116569919015372,"no",-0.0535252786953085,0.221479569398136,-0.207625326430743,0.143894448693141,254,4,0.63245258812005,"no",1,"",0.00276375871184811,8322
"PDE1C",311,3,0.116867034814782,"no",-0.127015920494497,0.206442503460878,-0.174098121661065,0.189733218107541,231,2,0.913873106692743,"no",0.285714285714286,"",0.00480653689017063,8322
"CACNA1A",310,8,0.117146916455042,"no",0.0639023980993804,0.106018112749347,0.0661841357284713,0.142539452084361,238,3,0.55295739993093,"no",0.4,"",0.00817111271329007,8322
"ASNS",330,2,0.117525617774078,"no",NA,NA,NA,NA,247,2,0.155602162242638,"no",0.333333333333333,"",0.00156212448930546,8322
"DEPDC1B",336,4,0.117611331881074,"no",-0.108761403475222,0.176774855828077,-0.240534547360862,0.105895431386424,259,1,NA,NA,1,"",0.00180245133381399,8322
"SIM2",341,2,0.118490748303006,"no",-0.109271609295345,0.22272745205663,0.0633115228772368,0.126753094473413,257,2,0.694101853317238,"no",0.5,"",0.000961307378034126,8322
"DGKZ",332,4,0.118550752901997,"no",-0.105538011345543,0.212190752908983,-0.243592917444292,0.236491822432307,253,3,0.267311505045063,"no",0.454545454545455,"",0.00276375871184811,8322
"PRDM16",310,3,0.118725596350013,"no",-0.0305948740041356,0.155154963362299,-0.000581773032842808,0.135831730431231,239,0,NA,NA,0.363636363636364,"",0.00276375871184811,8322
"NEK10",330,10,0.118795534102596,"no",-0.0707921416560306,0.164219084334278,-0.0821851519670012,0.135113402783795,256,5,0.207246370665071,"no",1.5,"",0.00468637346791637,8322
"DDX55",346,3,0.119289543556707,"no",-0.424373006718082,0.282080196279281,-0.689007706177693,0.222769678066985,261,2,0.497482041404216,"no",0.571428571428571,"",0.00180245133381399,8322
"PTGFR",340,2,0.120376528682986,"no",-0.067398835064694,0.195444677780795,-0.2963579773439,0.0819867198499975,250,1,NA,NA,1.5,"",0.00156212448930546,8322
"GTF2F1",341,2,0.120790178613399,"no",-0.305030827144795,0.293310138406703,-0.602348349518482,0.014795052350599,257,1,NA,NA,1.5,"",0.000841143955779861,8322
"PRKD3",334,2,0.12144091889506,"no",-0.0814423141953238,0.180253819776068,-0.150199724439549,0.0583691071993235,248,2,0.909888984603403,"no",1,"",0.00204277817832252,8322
"MED30",307,3,0.122054452217537,"no",-0.508036919241183,0.377170844164082,-0.661487435720611,0.839126323690168,227,1,NA,NA,4,"",0.000480653689017063,8322
"NCOA6",310,8,0.122635750213069,"no",-0.719448850481799,0.369587962765266,-0.676422463250187,0.0940503719754918,234,5,0.351864353359838,"no",0.9,"",0.00757029560201875,8322
"RGL1",329,6,0.122817372441146,"no",0.0573808666816007,0.213793529412903,-0.0579173133115358,0.248485300362596,249,0,NA,NA,0.7,"",0.00444604662340783,8322
"KIF20A",338,4,0.123716784249105,"no",-0.0746622069323906,0.168008383237722,-0.0555419199357124,0.143173297370954,259,2,0.744115371587915,"no",1,"",0.00144196106705119,8322
"FCN1",335,2,0.123794380498531,"no",-0.101659483499785,0.253083854387139,-0.0772917827410596,0.113519944182884,254,2,0.679204115292782,"no",0.428571428571429,"",0.000600817111271329,8322
"KIF21A",323,8,0.124252617533695,"no",-0.125949437355726,0.235961621190054,-0.22580143230605,0.218924798440746,246,6,0.391949383403807,"no",0.714285714285714,"",0.0124969959144436,8322
"EPB41L2",328,4,0.124398896954197,"no",-0.0116104156804828,0.150709468985459,-0.0549310461854847,0.123440728357848,249,4,0.31634221116458,"no",1.5,"",0.00360490266762797,8322
"IKZF3",324,2,0.124432575199334,"no",-0.0533197125321951,0.151078789881135,-0.0589448097193075,0.26449383101016,242,1,NA,NA,0.6,"CLL_ambiguous",0.00216294160057678,8322
"TUB",343,4,0.124582398773004,"no",-0.055909316494508,0.186492020963855,-0.110456343513445,0.0698934498522811,258,3,0.383434096436137,"no",1.2,"",0.00168228791155972,8322
"SERPINI1",311,5,0.125371744721406,"no",-0.127012526480913,0.184408736553346,-0.162332503541517,0.389905484212957,236,4,0.326023248931226,"no",1,"",0.00216294160057678,8322
