"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","MissenseDnDs","intogen_gene_role","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"MAPK6",339,9,0.629705243436397,"no",-0.0381598153165193,0.155742794865687,-0.0364323620342591,0.0255837363084094,254,7,0.60816782944857,"no",2.75,"",0.00841143955779861,8322
"AGAP2",320,23,0.629721399107092,"no",-0.0591796842982415,0.160654307967667,-0.0640772109649885,0.153405755207204,243,16,0.647017764034859,"no",2.125,"",0.0123768324921894,8322
"TRPM1",319,27,0.629757582145001,"no",-0.0165589935449285,0.207977567308503,-0.0167991146079988,0.194501910835848,241,17,0.290526978536658,"no",1.88235294117647,"",0.0249939918288873,8322
"CTSD",342,8,0.629813179783335,"no",0.0163329134984427,0.132132953091622,0.0277989804648757,0.0601043735494374,259,3,0.362527094348105,"no",1.5,"",0.00564768084595049,8322
"BCL6B",333,8,0.629950315689775,"no",-0.00362195726135401,0.137252875088776,-0.0283060058088627,0.0795914267952073,256,6,0.801610780153755,"no",3,"",0.0091324200913242,8322
"COL13A1",341,11,0.630340814448372,"no",0.0717538860968574,0.141642686253003,0.056284629747035,0.139954896279419,259,8,0.68342770604779,"no",1.44444444444444,"",0.0114155251141553,8322
"UBE2D2",350,2,0.630993662731417,"no",0.0177700587857098,0.133480196937734,0.0997335258603028,0.153755547735939,264,1,NA,NA,3,"MBL_Act",0.00204277817832252,8322
"MGA",314,31,0.631659708630628,"no",-0.145176295072661,0.221790447162283,-0.122527993572497,0.282168381078709,237,22,0.309127157979293,"no",2.25,"CLL_LoF,LUAD_LoF",0.032083633741889,8322
"LCN15",344,6,0.631912737704808,"no",0.0321728415914318,0.139183426139711,0.0424655644103378,0.0387556428090219,259,6,0.585305972219227,"no",3.5,"",0.00144196106705119,8322
"ATP13A5",294,24,0.631942049753111,"no",0.0613344073377107,0.163553774497971,0.0370210470570173,0.122268246650117,226,16,0.617571111666676,"no",3,"",0.0237923576063446,8322
"KIF22",346,6,0.631990770106478,"no",-0.0825908911179987,0.167695263755028,-0.0648397744565423,0.0937971128582761,262,5,0.523942341557276,"no",1.5,"",0.00805094929103581,8322
"TBC1D22B",341,6,0.631993848640085,"no",-0.0555286321465236,0.155787548880708,-0.0172215172021908,0.152721441993113,259,3,0.39259280329106,"no",2.33333333333333,"",0.00672915164623888,8322
"SIX4",337,13,0.632031031949089,"no",-0.182257638540021,0.26642285535661,-0.193292395255217,0.249104058580319,253,9,0.668188669319635,"no",5,"",0.0110550348473925,8322
"AHCYL1",332,6,0.632041176212481,"no",-0.0564675104519823,0.267161352934534,-0.0793277976693857,0.124659071119565,251,3,0.875500443778398,"no",3.5,"",0.00576784426820476,8322
"DUSP5",346,5,0.632344706648896,"no",-0.0194629478416876,0.170525332930677,0.0448124679661171,0.0813856654546452,264,3,0.660330538412352,"no",3,"",0.00600817111271329,8322
"KCNV2",306,17,0.632539636455619,"no",-0.0397113880844315,0.175603091995791,-0.0528431549388809,0.213498526082224,233,8,0.535024878332457,"no",3.42857142857143,"",0.0115356885364095,8322
"FNDC3B",309,17,0.632659075082829,"no",-0.0354799924539256,0.199267463990267,-0.0135075352243226,0.180876218005247,233,10,0.486017744429253,"no",1.58333333333333,"",0.0159817351598174,8322
"SH2B3",344,7,0.633491764290055,"no",-0.00906285860949006,0.183826872081393,0.0509974880318297,0.16903477059816,259,5,0.367260030237566,"no",0.888888888888889,"MDPS_ambiguous",0.00588800769045902,8322
"MSX2",345,7,0.633732617980158,"no",0.0593620116187765,0.121291593023635,0.046024770346855,0.085262365961498,256,6,0.724084607311967,"no",1.6,"",0.00300408555635664,8322
"MLLT10",329,11,0.633752649592618,"no",0.078228787136967,0.171532116477365,0.166449666575241,0.264840217333234,249,6,0.298819495809652,"no",2.6,"",0.0129776496034607,8322
"SAP30L",351,3,0.633759208974936,"no",-0.0347443651171545,0.197609841366849,-0.0738416228309368,0.206862940870587,262,3,0.489050650440075,"no",4,"",0.00192261475606825,8322
"CBWD5",340,5,0.633797363582233,"no",NA,NA,NA,NA,256,4,0.459555726075445,"no",3,"",0.00348473924537371,8322
"CYP7A1",331,10,0.633993115759716,"no",0.063903413221797,0.133300078780479,0.136696302809578,0.177556576410729,251,4,0.522850678469132,"no",2,"",0.0110550348473925,8322
"PAAF1",340,3,0.634063760321078,"no",-0.0444770139215835,0.183621673749335,-0.0312659478309159,0.54342492760481,253,3,0.612040042364888,"no",1,"",0.00504686373467916,8322
"KCNG3",340,11,0.634065572608444,"no",-0.0506645868871424,0.146952021892462,-0.0454259755514237,0.0862824968393064,258,8,0.473268941248519,"no",1.85714285714286,"",0.0045662100456621,8322
"CLDN1",321,6,0.635024920845913,"no",-0.101293764549467,0.287008181433396,-0.0143840183114457,0.538011952795666,246,3,0.764710570146032,"no",1.75,"",0.00360490266762797,8322
"TSSK2",327,8,0.635204699953811,"no",0.05497020891589,0.209002272012049,0.054144825167535,0.162399379410222,244,6,0.770024734630873,"no",1.66666666666667,"",0.00588800769045902,8322
"ABCA3",313,37,0.635430677165583,"no",-0.0102944674260011,0.169303577312006,-0.0244488705271975,0.239432405012746,237,24,0.901779151158639,"no",3.14285714285714,"",0.0194664744051911,8322
"RBBP8",329,12,0.635714197960185,"no",-0.0772152553530707,0.265504955438408,-0.0975041009648633,0.155092822882114,255,6,0.489350226495684,"no",2.5,"",0.0098534006248498,8322
"UHMK1",336,5,0.636010288779221,"no",0.0878794544938601,0.143280962610709,0.0477548307412224,0.17580728495659,250,5,0.796583983906079,"no",1.2,"",0.00528719057918769,8322
"CRYZ",339,5,0.636040970062387,"no",0.0220833754771282,0.155288182453326,0.0350974700598509,0.13989806231737,255,2,0.257776359872192,"no",3,"",0.00540735400144196,8322
"OR2M4",323,10,0.636071082544183,"no",-0.072597446138563,0.204858502295456,-0.0514241361871504,0.098254159897669,244,5,0.327071431120211,"no",2.6,"",0.0155010814708003,8322
"NFIX",342,7,0.636146948536585,"no",0.075774560465225,0.146411916096008,0.0801638881034768,0.0984990119803901,258,3,0.725459569205522,"no",2,"",0.00552751742369623,8322
"LUM",343,11,0.636281883698985,"no",-0.0261955164773527,0.141200165751245,-0.00283936094342549,0.044135953891118,257,9,0.478991117030781,"no",2.66666666666667,"",0.0122566690699351,8322
"GFRA1",346,11,0.636304594267183,"no",0.00843827295220631,0.161498646267725,-0.0254075302828089,0.146688097401858,259,8,0.186269395168582,"no",2.8,"",0.0124969959144436,8322
"RCOR1",335,5,0.636311185513893,"no",-0.0224018998031165,0.215382371268517,0.0734670065316339,0.157361609710364,249,2,0.504231793108474,"no",2.66666666666667,"",0.00576784426820476,8322
"BAD",346,4,0.636567703683258,"no",0.0369518659540071,0.11885508985951,0.0157210506849295,0.128287678770607,260,3,0.353794621351364,"no",1.66666666666667,"",0.00168228791155972,8322
"PLXNB1",317,27,0.63766088587824,"no",-0.0706734877524678,0.16550721002341,-0.146783149490162,0.168147522192165,237,23,0.676481410362353,"no",2.46153846153846,"",0.0205479452054795,8322
"WDR17",323,16,0.637705383696781,"no",0.0951677224872582,0.1992844514962,0.0308339003956124,0.163089368986495,242,12,0.27954618364737,"no",1.4375,"",0.0285988944965153,8322
"SEMA3C",305,13,0.637847751970783,"no",-0.0210878420791339,0.179331849448615,-0.0150260717405538,0.112956303372675,231,7,0.247654252785964,"no",2.25,"",0.0150204277817832,8322
"BCAR1",336,9,0.638047457430903,"no",-0.0966948259096845,0.268858584615312,-0.00595053945521416,0.105965359749596,252,5,0.534693848587831,"no",2.6,"",0.009492910358087,8322
"GNMT",347,5,0.638241905453769,"no",-0.0861891358880121,0.264051234215187,-0.112472182660915,0.035711589626712,262,3,0.456130454168345,"no",1.16666666666667,"",0.00240326844508532,8322
"HOXD4",347,9,0.638296943481371,"no",-0.055454758027495,0.217465850447711,0.0392764150796383,0.111418095961459,256,7,0.292736478540383,"no",10,"",0.00696947849074742,8322
"CAMK1D",337,7,0.638361067876726,"no",-0.00510786457162143,0.163837082078324,-0.0609271237836515,0.141428411287542,257,5,0.613817010549509,"no",1.8,"",0.0098534006248498,8322
"TPX2",323,11,0.638384919782759,"no",-0.854679512227253,0.428735170959915,-0.804162674281144,0.511447017120812,244,4,0.519443026945,"no",2,"",0.0098534006248498,8322
"KCTD19",337,10,0.638623213033551,"no",-0.0308490957393868,0.205544301138743,-0.00428059431762128,0.219484917496325,256,6,0.688305448177033,"no",2.75,"",0.0127373227589522,8322
"ALPK1",334,13,0.638666667035925,"no",-0.13764293088101,0.225550695772628,-0.142718563472927,0.24046796601278,255,7,0.250382866504038,"no",1.58333333333333,"",0.0183850036049027,8322
"PLEKHG2",329,17,0.638699945688716,"no",-0.0124780049265984,0.204136577301094,0.0316406897206926,0.181892508901631,251,10,0.767032879427296,"no",2.22222222222222,"",0.0186253304494112,8322
"ULBP3",342,4,0.639142637929014,"no",-0.0139638795699701,0.148950775061695,-0.0240056599507629,0.260469904203496,260,2,0.292149878782477,"no",1.66666666666667,"",0.00408555635664504,8322
"ZAP70",337,15,0.639312623645886,"no",-0.0859195073166729,0.196174088589209,-0.173516596293503,0.209929051740832,256,8,0.423856155266951,"no",1.53846153846154,"",0.011776015380918,8322
"CYP2C18",345,8,0.639943432007714,"no",0.0899097634866978,0.178066447157265,0.0978125692927803,0.0395016533444921,264,4,0.589487661487979,"no",1.83333333333333,"",0.011295361691901,8322
"LRRTM3",338,14,0.640267247087202,"no",-0.0795941629090137,0.152422176110732,-0.100694994422169,0.155681344283494,256,10,0.417870829049527,"no",1.42857142857143,"",0.0151405912040375,8322
"HSD17B14",350,3,0.640308510611099,"no",-0.174485643725924,0.245465504943517,-0.408237384052827,0.343942576423965,264,3,0.72019541339391,"no",5,"",0.00264359528959385,8322
"RAB27B",332,2,0.640737029006144,"no",-0.0785158253694456,0.260010749411512,-0.00631306204854851,0.078791768738685,254,0,NA,NA,3,"",0.00540735400144196,8322
"NTN5",346,8,0.640773742239943,"no",0.014526468825264,0.214095662211161,0.060038822682382,0.30109607831417,262,5,0.376295501712707,"no",9,"",0.00348473924537371,8322
"IQCG",309,6,0.641335421042377,"no",0.0325868862687125,0.14361910632425,-0.0549351130262949,0.255770683412354,234,2,0.568167932646758,"no",2.33333333333333,"",0.00793078586878154,8322
"LGALS9",339,8,0.641489815518503,"no",0.0296980778928305,0.163113104774913,0.00780998956923364,0.0595472326591528,256,5,0.827156874932419,"no",3.33333333333333,"",0.00576784426820476,8322
"PHF13",345,3,0.641490324291516,"no",-0.341045668394134,0.296545453088886,-0.382373131138417,0.366879266363639,262,1,NA,NA,1.33333333333333,"",0.00480653689017063,8322
"PTGER3",334,13,0.641743078018864,"no",-0.195993253295038,0.264982495224775,-0.192971426223169,0.191629571014987,254,8,0.517100402825768,"no",1.45454545454545,"",0.0121365056476808,8322
"SPRR1B",335,2,0.641975641429628,"no",-0.00531281286475918,0.163488472651708,-0.0192820032399055,0.174198145027339,252,0,NA,NA,3,"",0.00228310502283105,8322
"ZNF232",342,7,0.642550042341151,"no",-0.081293518403452,0.146727883104679,-0.00878316137511169,0.098401230503523,259,6,0.493542872024194,"no",2,"",0.00696947849074742,8322
"IGSF21",331,15,0.642654093554147,"no",0.0358881976479943,0.324355776252973,0.0608659936472836,0.449110316458932,254,9,0.736865790415371,"no",4.25,"",0.0127373227589522,8322
"GNAI2",339,7,0.642699090482459,"no",0.0786410373610161,0.180444525266963,0.111065062002503,0.167131778517449,257,5,0.365201265328015,"no",4,"NHLY_ambiguous",0.00564768084595049,8322
"SULT1C2",340,13,0.64285005658607,"no",-0.17970671413582,0.222324059340815,-0.192411334812832,0.299300977449241,255,11,0.414802838004645,"no",4.75,"",0.00696947849074742,8322
"DDX24",331,9,0.643222907798103,"no",-0.348145222960933,0.361819450975226,-0.297134421718388,0.172509703169277,247,7,0.566480477602475,"no",2.2,"",0.0110550348473925,8322
"SRPK1",340,10,0.643552152477137,"no",-0.0226663416096607,0.162778319899066,-0.0632889266088077,0.128213977901877,261,5,0.489808482453889,"no",2,"",0.00757029560201875,8322
"FASN",293,35,0.643781955876093,"no",-0.124055351997897,0.206013186916277,-0.0808877201328849,0.161024409623887,228,21,0.536050423098348,"no",1.18421052631579,"",0.024393174717616,8322
"BFSP1",327,16,0.643833990975268,"no",-0.0382918631369852,0.221393324815295,-0.112114304567347,0.216420537165792,249,8,0.138084144280396,"no",1.7,"",0.00925258351357847,8322
"KDM5B",327,19,0.643893119946239,"no",-0.10356122024593,0.192077682969216,-0.0709860383967679,0.108220496549762,243,14,0.821261513452346,"no",3.83333333333333,"",0.0215092525835136,8322
"HPD",354,4,0.643972095968839,"no",-0.0752400121457059,0.185886046080039,-0.0191432091504197,0.178211176578183,266,1,NA,NA,1,"",0.00684931506849315,8322
"RAB6C",349,4,0.644030359424524,"no",0.160871553613595,0.216859533744265,0.188022295332852,0.135574398427179,0,0,NA,NA,2.5,"",0.00552751742369623,8322
"MLH3",321,21,0.644072263757249,"no",0.0410727206341557,0.108589683508522,0.0355226760405211,0.0928883225332621,242,14,0.552369614801542,"no",6,"",0.0159817351598174,8322
"ARHGEF3",343,9,0.64414776086828,"no",-0.00347306599953158,0.215335853298102,-0.0149970273510991,0.0263619669785449,257,5,0.673089405323751,"no",5,"",0.00732996875751021,8322
"ABCC10",337,14,0.644203148232412,"no",0.068064020502645,0.12348665921159,0.0594867085323175,0.0651280370760814,256,9,0.642249406929195,"no",1.05882352941176,"",0.01718336938236,8322
"DSC2",321,15,0.644445603741649,"no",-0.000878796916493128,0.157228716808052,0.08670491819177,0.12535305924096,244,10,0.649404846974731,"no",1.54545454545455,"",0.0186253304494112,8322
"PYGO1",346,8,0.644448726755835,"no",-0.0134257575152414,0.151832616675706,-0.0366395224796924,0.162409628155729,256,7,0.664274473592292,"no",1.66666666666667,"",0.00672915164623888,8322
"NEDD4L",319,13,0.644652689887707,"no",-0.0723449676726184,0.258147124312614,-0.0360085832348228,0.22194278721102,238,10,0.854870225585461,"no",4.66666666666667,"",0.0128574861812064,8322
