"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_in_50pc_tumor_samples","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"TMEM97",19,2,0.0482104165599708,"no",0.0850047244006412,0.158724134439414,-0.111996897567583,0.0300100195084745,17,1,NA,NA,"","yes",0.00561797752808989,178
"NRCAM",18,2,0.0546854606363893,"no",-0.0655495263294149,0.116843384357384,0.0419669053272907,0.0742124914472324,15,2,0.464491962679513,"no","","yes",0.0112359550561798,178
"RRP9",19,2,0.0565483418653492,"no",-0.724550227612886,0.211376335218243,-0.63232187725431,0.031563212845874,17,1,NA,NA,"","yes",NA,178
"HNRNPA1",20,2,0.0580820478468676,"no",-0.0573220189442517,0.292853104990452,0.0312838735676784,0.0601016425515501,16,2,0.815874292294318,"no","","yes",0.00561797752808989,178
"COL5A1",18,2,0.0580981309044404,"no",0.149716943513817,0.106618017815884,0.00815528771719533,0.0164149501004359,17,1,NA,NA,"","yes",0.0393258426966292,178
"IL1RL1",19,2,0.0685737867271571,"no",-0.00415526637511339,0.278994006456707,-0.111758005261534,0.107012395553434,15,2,0.481570599297636,"no","","yes",NA,178
"DCAF6",19,2,0.0755888067816826,"no",0.0446303111996833,0.0852565607374648,-0.128391691280636,0.105149370853605,16,2,0.424743132715127,"no","","yes",0,178
"PBX1",19,2,0.0807832556407631,"no",-0.0962398211327165,0.133473603239218,-0.0562393680676935,0.0197588005800447,16,2,0.509648577455955,"no","","yes",0.00561797752808989,178
"DDX46",18,2,0.0833675258254279,"no",-0.527669482580227,0.304354015318522,-0.494304636684095,0.050851726425107,16,2,0.487849398467174,"no","","yes",0.0112359550561798,178
"DUSP26",19,2,0.0843483371916394,"no",-0.189196296592066,0.205140136808526,-0.198106238696387,0.093295933883316,15,2,0.58472805856456,"no","","yes",0.00561797752808989,178
"MINA",19,2,0.0857757768408872,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,NA,178
"KIF4B",18,3,0.0863950411531688,"no",-0.0132264077231353,0.106747944262128,0.000843276370900933,0.0828426444157482,15,2,0.171774390256202,"no","","no",0.0168539325842697,178
"ABCA1",19,3,0.0930082715430072,"no",0.0530474113755527,0.19485501461661,0.00364825635895697,0.120156690593349,16,2,0.609678651425002,"no","","yes",0.00561797752808989,178
"CPS1",20,2,0.0941008244525166,"no",-0.0363992139374195,0.109383362958476,-0.0158510664367475,0.10376700689339,16,2,0.36834938549644,"no","","yes",0.00561797752808989,178
"GLI3",19,2,0.0941415006347794,"no",-0.0947989899852327,0.256387739352222,-0.194601433762873,0.0547415877865165,16,1,NA,NA,"","yes",0.0280898876404494,178
"GABBR1",17,2,0.100283182728196,"no",0.0457872332891164,0.101565970929248,0.0257441615971457,0.0243381726278434,15,2,0.297797467590014,"no","","yes",0.0112359550561798,178
"NPBWR1",20,2,0.100610317312115,"no",0.0702119963661781,0.10302277747035,0.0640462500701046,0.0284472837398107,16,2,0.114808873069524,"no","","yes",0.00561797752808989,178
"CIT",17,3,0.115177256635793,"no",-0.267957387130055,0.145403545834604,-0.423673682875271,0.145567971712242,14,3,0.477959185179541,"no","","yes",0.00561797752808989,178
"OBSCN",15,4,0.115820546640427,"no",0.0296776894036021,0.0834112228196755,-0.0530899098645755,0.1638833424207,13,3,0.592713989175364,"no","","yes",0.0393258426966292,178
"WDFY4",18,2,0.131040883943505,"no",0.0474845265042419,0.215186989124106,0.0426953461698791,0.0485169046622903,15,2,0.506676485265442,"no","","yes",NA,178
"ASAP1",15,2,0.138337846675688,"no",0.0321890513266616,0.123025273218489,-0.0881814807919305,0.0828081493281475,13,2,0.44000215813153,"no","","yes",0.00561797752808989,178
"MAP1B",19,2,0.139194087168127,"no",0.0123572893108561,0.139185849535114,-0.123494843026506,0.0373564272383875,17,1,NA,NA,"","yes",0.0112359550561798,178
"PARP9",18,2,0.149679592526901,"no",0.0760984891809821,0.140708778741236,0.085309569419383,0.230573413723648,16,1,NA,NA,"","yes",0.0112359550561798,178
