"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_amplification_associated_with_overexpression","tcga_amplification_frequency","tcga_nrSamplesInGisticData"
"SKIV2L",8,2,0.710516083049798,"no",0.0016293585489151,0.180333048936301,0.061567614822246,0.04935211715948,7,2,0.598131584150702,"no","",0.484845274455096,0.00410677618069815,487
"LRP6",8,2,0.713081101676382,"no",-0.199039680503968,0.259167242618004,-0.0979608923584714,0.0330973915963386,7,2,0.0265242610113277,"no","",0.00123485844158044,0.0143737166324435,487
"PRLR",8,2,0.713943376605788,"no",-0.095381415054745,0.0572478326753405,-0.0793937420346087,0.0866656195991424,7,2,0.485588194255522,"no","",0.424702098775778,0.0965092402464066,487
"GOT1L1",7,2,0.716456897651912,"no",0.00321998229857894,0.181455281595288,0.0562825904895253,0.0296783320780169,7,2,0.52417282983087,"no","",0.0005473418702925,0.13347022587269,487
"STEAP1",7,2,0.71727304920198,"no",-0.0256914097355608,0.108695968638251,-0.00790041349208916,0.00802636760164154,6,2,0.507142235016862,"no","",3.4580443684697e-05,0.0349075975359343,487
"TSNARE1",8,2,0.721706954700126,"no",0.073258614132429,0.0570410676762935,0.0217017761689678,0.0788620948392782,7,2,0.1284032417355,"no","",0.00241207201363438,0.0451745379876797,487
"SLITRK3",8,2,0.722486374738844,"no",-0.149715058133552,0.0707118869824683,-0.122523865865084,0.0117948375290605,7,2,0.619504556455568,"no","",9.39287060010391e-05,0.295687885010267,487
"WDR70",7,2,0.725486753520382,"no",-0.515855902226636,0.244258006228172,-0.29366529850373,0.045765333256921,7,2,0.478835527127916,"no","",5.17217202246072e-12,0.100616016427105,487
"CCDC132",7,3,0.726567041067473,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0.0390143737166324,487
"ZCWPW1",8,2,0.72791367597336,"no",-0.0430488954370382,0.206956515168593,-0.044387188546257,0.0414197570970856,7,2,0.313312855961948,"no","",0.0107661731567161,0.0349075975359343,487
"EMP1",8,2,0.729259119516614,"no",0.143699067349166,0.127285120574096,0.180315229918814,0.0976605692941666,7,2,0.419567043969735,"no","",0.289906481616121,0.0123203285420945,487
